en_form,domain,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances_in_domain,pct_of_form_in_domain
unprepared,Pol,Affect,,,,,0,1,0.0
unprepared,Pol,Judgement,,,,,0,1,0.0
unprepared,Pol,Appreciation,unvorbereitet,unvorbereitet:1,"The AIDS epidemic caught the health community unprepared , and today , when the World Health Organization estimates that 39 million people have lost their lives to this disease , I 'm not alone in feeling remorse and regret at not having done more earlier .","Die AIDS - Epidemie erwischte das Gesundheitswesen unvorbereitet , und heute , da die Weltgesundheitsorganisation schätzt , dass 39 Millionen Menschen ihr Leben durch diese Krankheit verloren haben , bin ich nicht allein mit meinem Gefühl aus Reue und Bedauern , nicht mehr , früher getan zu haben .",1,1,1.0
unreachable,Sci,Affect,,,,,0,1,0.0
unreachable,Sci,Judgement,,,,,0,1,0.0
unreachable,Sci,Appreciation,unerreichbar,unerreichbar:1,"And , in this case , it was a massive undertaking to explore a planet , and to come to understand a planetary system that , for all of human history , had been unreachable , and now humans had actually touched it .","In diesem Fall die gigantische Aufgabe , einen Planeten zu erforschen und ein Planetensystem zu verstehen , das die gesamte Menschheitsgeschichte lang unerreichbar war . Und nun hatten Menschen es tatsächlich erreicht .",1,1,1.0
unregistered,Bus,Affect,,,,,0,1,0.0
unregistered,Bus,Judgement,,,,,0,1,0.0
unregistered,Bus,Appreciation,nicht registriert,nicht registriert:1,"It 's sold at umbrella stands all over the streets , where people are unregistered , unlicensed , but MTN makes most of its profits , perhaps 90 percent of its profits , from selling through System D , the informal economy .","Sie wird unter Sonnenschirmen überall auf den Straßen verkauft , wo die Leute nicht registriert sind und keine Lizenz haben , aber MTN seinen größten Profit macht , vielleicht 90 % seines Gewinns , durch Verkauf in dem Système D. , der Schattenwirtschaft –",1,1,1.0
unregulated,Bus,Affect,,,,,0,1,0.0
unregulated,Bus,Judgement,,,,,0,1,0.0
unregulated,Bus,Appreciation,unregulierten,unregulierten:1,1.8 billion people around the world work in the economy that is unregulated and informal .,"1,8 Milliarden Menschen auf der ganzen Welt arbeiten in diesem unregulierten und informellen Teil der Wirtschaft .",1,1,1.0
unremarkable,Tech,Affect,,,,,0,1,0.0
unremarkable,Tech,Judgement,unauffällig,unauffällig:1,"It 's pretty unremarkable and would be unworthy of discussion , except that the researchers found that if you feed it to mice , it vaccinates against PTSD .","Er ist ziemlich unauffällig und wäre einer Diskussion unwürdig , doch die Forscher fanden heraus , dass wenn man Mäuse damit füttert , er gegen PTBS impft .",1,1,1.0
unremarkable,Tech,Appreciation,,,,,0,1,0.0
unscathed,Pol,Affect,,,,,0,1,0.0
unscathed,Pol,Judgement,,,,,0,1,0.0
unscathed,Pol,Appreciation,nicht betroffen,nicht betroffen:1,Whites were largely unscathed .,Weiße sind meist nicht betroffen .,1,1,1.0
untenable,Pol,Affect,,,,,0,1,0.0
untenable,Pol,Judgement,,,,,0,1,0.0
untenable,Pol,Appreciation,unhaltbar,unhaltbar:1,"Levin writes that all over the world , nations are coming to terms with the fact that the social democratic welfare state is turning out to be untenable and unaffordable , dependent upon dubious economics and the demographic model of a bygone era .","Levin schreibt , dass überall auf der Welt Nationen sich mit der Tatsache abfinden , dass sich der sozialdemokratische Wohlfahrtsstaat als unhaltbar und unbezahlbar entpuppt , da er von fragwürdigen wirtschaftlichen Gegebenheiten und dem demografischen Modell einer vergangenen Ära abhängt .",1,1,1.0
untouchable,Psy,Affect,unantastbar,unantastbar:1,I 'm pretty much untouchable at this point .,Ich bin an diesem Punkt fast unantastbar .,1,1,1.0
untouchable,Psy,Judgement,,,,,0,1,0.0
untouchable,Psy,Appreciation,,,,,0,1,0.0
untrue,Phi,Affect,,,,,0,1,0.0
untrue,Phi,Judgement,,,,,0,1,0.0
untrue,Phi,Appreciation,unwahr,unwahr:1,But I think this is quite clearly untrue .,"Aber ich denke , dies ist sehr offensichtlich unwahr .",1,1,1.0
unusual,Pol,Affect,,,,,0,1,0.0
unusual,Pol,Judgement,,,,,0,1,0.0
unusual,Pol,Appreciation,ungewöhnlich,ungewöhnlich:1,"Second take - away from Sergio 's life , briefly . What I take away , and this in some ways is the most important , he espoused and exhibited a reverence for dignity that was really , really unusual .","Das Zweite aus Sergios Leben zu dem Mitnehmen , Was ich mitnehme , und was irgendwie das Wichtigste ist , er unterstützte und zeigte eine Ehrerbietung für Würde , was sehr , sehr ungewöhnlich war .",1,1,1.0
unusual,Psy,Affect,,,,,0,1,0.0
unusual,Psy,Judgement,,,,,0,1,0.0
unusual,Psy,Appreciation,ungewöhnlich,ungewöhnlich:1,"We want our kids to realize most heroes are everyday people , and the heroic act is unusual .","Wir möchten , dass unsere Kinder erkennen , dass die meisten Helden ganz normale Menschen sind , und die Heldentat ist ungewöhnlich .",1,1,1.0
unwavering,Bus,Affect,,,,,0,1,0.0
unwavering,Bus,Judgement,,,,,0,1,0.0
unwavering,Bus,Appreciation,Ehrgeiz,Ehrgeiz:1,"His commitment to his education was unwavering , and he never lost hope .",Er verfolgte seine Ausbildung mit Ehrgeiz und verlor nie die Hoffnung .,1,1,1.0
unwilling,Pol,Affect,,,,,0,1,0.0
unwilling,Pol,Judgement,nicht willens,nicht willens:1,"We have a hard time talking about race , and I believe it 's because we are unwilling to commit ourselves to a process of truth and reconciliation .","Es fällt uns schwer , über Rasse zu sprechen , und ich glaube , das liegt daran , dass wir nicht willens sind , uns dem Prozess der Wahrheit und Versöhnung zu nähern .",1,1,1.0
unwilling,Pol,Appreciation,,,,,0,1,0.0
upscale,Bus,Affect,,,,,0,1,0.0
upscale,Bus,Judgement,exklusiv,exklusiv:1,"So when I was a graduate student at Stanford University , I used to go to this very , very upscale grocery store ; at least at that time it was truly upscale .","Als ich ein Abschlussstudent an der Stanford Universität war , ging ich zu diesem sehr sehr exklusiven Lebensmittelladen ; zumindest damals war er wirklich exklusiv .",1,1,1.0
upscale,Bus,Appreciation,,,,,0,1,0.0
upset,Art,Affect,,,,,0,1,0.0
upset,Art,Judgement,,,,,0,1,0.0
upset,Art,Appreciation,,,"So I get shipped off to private school , K through eight , public schools , but for some reason my grandfather was upset that somebody at the local high school had been stabbed and killed , so he did n't want me to go there .","Ich wurde an eine Privatschule geschickt , von dem Kindergarten bis zu der 8 . Klasse an staatlichen Schulen , aber irgendwie war mein Großvater aufgebracht , weil an der örtlichen Schule jemand erstochen worden war , also wollte er nicht , dass ich dort hinging .",1,1,1.0
upset,Bus,Affect,,,,,0,1,0.0
upset,Bus,Judgement,,,,,0,1,0.0
upset,Bus,Appreciation,beunruhigt,beunruhigt:1,"People are always upset when I say , "" Cut . ""","Die Menschen sind immer beunruhigt wenn ich sage , "" Beschränken . """,1,1,1.0
upset,His,Affect,,,,,0,2,0.0
upset,His,Judgement,empört,empört:1,They figured he 'd be upset about the indignity of George Washington being in an outhouse .,"Sie nahmen an , er wäre empört über diese Unverschämtheit , George Washington auf dem Klohäuschen hängend .",1,2,0.5
upset,His,Appreciation,erbost,erbost:1,"And the British people were still upset about losing the Revolution , so they decided to embarrass him a little bit by putting a huge picture of General Washington in the only outhouse , where he 'd have to encounter it .","Und weil die Briten noch immer erbost über ihre Niederlage in der Revolution waren , entschieden sie , ihn in Verlegenheit zu bringen , indem sie ein Bild von General Washington in das einzige Klohäuschen hingen , wo er es sehen müsste .",1,2,0.5
upset,Med,Affect,"aufgeregt, aufregten","aufgeregt:1, aufregten:1","And patients ' rights groups seemed to get very upset about the kinds of things that they would witness , so the whole idea of electroconvulsive , electroshock therapy disappeared , but has had a renaissance in the last 10 years .","Und Patientenrechtsgruppen schienen sehr aufgeregt zu werden über die Art von Dingen , die sie beobachteten . und so verschwand die ganze Idee der Elektrokrampf - , Elektroschocktherapie -- aber sie erlebte in den letzten 10 Jahren eine Renaissance .",2,2,1.0
upset,Med,Judgement,,,,,0,2,0.0
upset,Med,Appreciation,,,,,0,2,0.0
upset,Phi,Affect,noch,noch:1,"So I 'm sort of thinking , "" Well , I do n't know , I do n't know if I want to get upset with this yet . ""","Also denke ich so , "" Nun , ich weis nicht , ich weis nicht ob ich mich noch darüber aufregen soll . """,1,1,1.0
upset,Phi,Judgement,,,,,0,1,0.0
upset,Phi,Appreciation,,,,,0,1,0.0
upward,Tech,Affect,,,,,0,1,0.0
upward,Tech,Judgement,,,,,0,1,0.0
upward,Tech,Appreciation,aufsteigende,aufsteigende:1,"It has curves in two directions , one curve upward and opposite transverse curve down the other , so any kind of perturbation spreads the forces over the surface of this type of shape .","Sie ist in zwei Richtungen gekrümmt , eine aufsteigende Kurve und querverlaufend gegenüber zu ihr eine abfallende , so dass jeglicher Störeinfluss die Kräfte über Oberflächen dieser Form verteilt .",1,1,1.0
urban,Pol,Affect,,,,,0,1,0.0
urban,Pol,Judgement,städtisch,städtisch:1,So it 's really not even about urban versus rural .,Also geht es in dem Endeffekt gar nicht um ' städtisch ' versus ' ländlich' .,1,1,1.0
urban,Pol,Appreciation,,,,,0,1,0.0
urgent,Med,Affect,dringender,dringender:1,This kind of accountability is going to become increasingly urgent .,Diese Rechenschaftspflicht wird immer dringender .,1,1,1.0
urgent,Med,Judgement,,,,,0,1,0.0
urgent,Med,Appreciation,,,,,0,1,0.0
usable,Sci,Affect,,,,,0,1,0.0
usable,Sci,Judgement,unbrauchbar,unbrauchbar:1,"It 's made into a grade where it 's not usable for a nuclear weapon , but they love this stuff .","Es wird abgereichert , damit es für nukleare Waffen unbrauchbar wird , aber sie lieben dieses Zeug .",1,1,1.0
usable,Sci,Appreciation,,,,,0,1,0.0
useful,Edu,Affect,,,,,0,2,0.0
useful,Edu,Judgement,,,,,0,2,0.0
useful,Edu,Appreciation,"Nutzen, nützlich","Nutzen:1, nützlich:1","But the whole concept of things like 1/2 + 1/4 + 1/8 + 1/16 and so on approaches one , is useful if , say , you want to draw a line of elephants , each holding the tail of the next one : normal elephant , young elephant , baby elephant , dog - sized elephant , puppy - sized elephant , all the way down to Mr. Tusks and beyond .","Aber das gesamte Konzept , wie etwa 1/2 + 1/4 + 1/8 + 1/16 usw . , ist beispielsweise bei dem Zeichnen einer Elefantenreihe nützlich , in der einer den Schwanz des nächsten hält . Normaler Elefant , junger Elefant , Babyelefant , hundegroβer Elefant , welpengroβer Elefant , bis zu dem Spielzeugelefant und kleiner .",2,2,1.0
useful,Ent,Affect,,,,,0,3,0.0
useful,Ent,Judgement,nützlich,nützlich:2,Because it would n't have been useful in the past .,Weil es in der Vergangenheit nicht nützlich gewesen wäre .,2,3,0.6667
useful,Ent,Appreciation,hilfreich,hilfreich:1,"But if bigotry is n't your thing , social justice comedy is useful for all sorts of issues .","Aber wenn Intoleranz nicht Ihr Ding ist , kann Comedy für vieles hilfreich sein .",1,3,0.3333
useful,Sci,Affect,,,,,0,3,0.0
useful,Sci,Judgement,"hilfreich, nützlich","hilfreich:1, nützlich:1",How can not perceiving reality as it is be useful ?,Wie kann das Nicht - Wahrnehmen der Realität nützlich sein ?,2,3,0.6667
useful,Sci,Appreciation,nützlich,nützlich:1,"One textbook says , for example , "" Evolutionarily speaking , vision is useful precisely because it is so accurate . ""","Ein Beispiel dafür ist : "" Evolutionär gesehen ist das Sehen nützlich , gerade weil es so akkurat ist . """,1,3,0.3333
useful,Tech,Affect,,,,,0,2,0.0
useful,Tech,Judgement,,,,,0,2,0.0
useful,Tech,Appreciation,ungeeignet,ungeeignet:1,"And to get a feel for why speed is so important in this domain , here 's an example of an object detector that takes two seconds to process an image . So this is 10 times faster than the 20 - seconds - per - image detector , and you can see that by the time it makes predictions , the entire state of the world has changed , and this would n't be very useful for an application .","Um ein Gefühl dafür zu bekommen , warum Geschwindigkeit hier so wichtig ist , zeige ich Ihnen einen Objekterkenner , der zwei Sekunden braucht , um ein Einzelbild zu verarbeiten -- was bereits zehnmal schneller ist als der Zwanzig - Sekunden - Klassifikator . Bis dieser Erkenner seine Voraussagen bekannt gibt , hat sich der Zustand der Welt bereits völlig verändert . Das wäre für die praktische Anwendung völlig ungeeignet .",2,2,1.0
useless,Ent,Affect,,,,,0,1,0.0
useless,Ent,Judgement,nutzlos,nutzlos:1,"Now , in the National Portrait Gallery , if you do n't know the biography of the painting , it 's kind of useless to you .","In der National Portrait Gallery ist es so , dass , falls man nicht die Biografie des Gemäldes kennt , es ziemlich nutzlos für einen ist .",1,1,1.0
useless,Ent,Appreciation,,,,,0,1,0.0
useless,Phi,Affect,,,,,0,2,0.0
useless,Phi,Judgement,nutzlos,nutzlos:1,They 're useless because they do n't control for heritability .,"Sie sind nutzlos , weil sie Vererbung nicht einkalkulieren .",1,2,0.5
useless,Phi,Appreciation,nutzlos,nutzlos:1,Most studies of parenting on which this advice is based are useless .,"Die meisten Studien über Kindererziehung , auf denen diese Ratschläge aufbauen , sind nutzlos .",1,2,0.5
useless,Psy,Affect,,,,,0,1,0.0
useless,Psy,Judgement,nutzlos,nutzlos:1,"I mean , after all , if you look at babies superficially , they seem pretty useless .","Ich meine , letzten Endes , wenn wir uns Babys oberflächlich betrachten , erscheinen sie uns ziemlich nutzlos .",1,1,1.0
useless,Psy,Appreciation,,,,,0,1,0.0
utopian,Edu,Affect,,,,,0,1,0.0
utopian,Edu,Judgement,,,,,0,1,0.0
utopian,Edu,Appreciation,utopisch,utopisch:1,And I do n't think that this is utopian .,"Ich glaube nicht , dass dies utopisch ist .",1,1,1.0
vacuous,Phi,Affect,,,,,0,1,0.0
vacuous,Phi,Judgement,,,,,0,1,0.0
vacuous,Phi,Appreciation,gehaltlos,gehaltlos:1,"Notice that the fact that the concept of health is open , genuinely open for revision , does not make it vacuous .","Beachten Sie , dass die Tatsache , dass der Begriff Gesundheit offen ist , grundsätzlich offen für Revisionen , ihn nicht gehaltlos macht .",1,1,1.0
valid,Phi,Affect,,,,,0,2,0.0
valid,Phi,Judgement,,,,,0,2,0.0
valid,Phi,Appreciation,"gültig, stichhaltig","gültig:1, stichhaltig:1",Are the inferences valid ?,Sind die Folgerungen stichhaltig ?,2,2,1.0
valuable,Edu,Affect,,,,,0,2,0.0
valuable,Edu,Judgement,geschätzt,geschätzt:2,He 's valuable because he does good work .,"Er wird geschätzt , weil er gute Arbeit leistet .",2,2,1.0
valuable,Edu,Appreciation,,,,,0,2,0.0
valuable,Med,Affect,,,,,0,1,0.0
valuable,Med,Judgement,,,,,0,1,0.0
valuable,Med,Appreciation,wertvoll,wertvoll:1,"Of course , the best vaccine imaginable is only valuable to the extent we get it to everyone who needs it .","Natürlich ist der beste vorstellbare Impfstoff nur wertvoll zu dem Grad , zu dem wir ihn zu jedem bringen können , der ihn braucht .",1,1,1.0
valuable,Psy,Affect,,,,,0,1,0.0
valuable,Psy,Judgement,,,,,0,1,0.0
valuable,Psy,Appreciation,wertvoll,wertvoll:1,"According to this view , the reason we want a big house or a nice car or a good job is n't that these things are intrinsically valuable .","Nach dieser Auffassung wollen wir ein großes Haus oder ein schönes Auto oder einen guten Job nicht , weil diese Dinge an sich so wertvoll wären ,",1,1,1.0
variable,Med,Affect,,,,,0,1,0.0
variable,Med,Judgement,,,,,0,1,0.0
variable,Med,Appreciation,variabel,variabel:1,"We saw earlier that HIV is highly variable , that a broad neutralizing antibody latches on and disables multiple variations of the virus .","Wir haben vorhin gesehen , dass HIV sehr variabel ist , dass ein breit angreifender Antikörper andockt und mehrere Varianten des Virus ausschaltet .",1,1,1.0
variable,Sci,Affect,,,,,0,3,0.0
variable,Sci,Judgement,"unterschiedlich, variabel","unterschiedlich:1, variabel:1","You know , it 's going to be variable .",Es ist ganz unterschiedlich .,2,3,0.6667
variable,Sci,Appreciation,variabler,variabler:1,"Whereas the young , small colonies -- the two - year - old colonies of just 2,000 ants -- are much more variable .","Aber die jungen , kleinen Kolonien - die zwei Jahre alten Kolonien mit nur 2'000 Ameisen - sind viel variabler .",1,3,0.3333
vast,Bus,Affect,,,,,0,2,0.0
vast,Bus,Judgement,Enorm,Enorm:1,So it 's vast .,Enorm .,1,2,0.5
vast,Bus,Appreciation,enorm,enorm:1,"So the implications of that are vast , because it means that this is where employment is 1.8 billion people and this is where we can create a more egalitarian world , because people are actually able to earn money and live and thrive , as Andrew Saboru did .","Die Auswirkungen sind enorm , weil das bedeutet , dass hier ein Arbeitsmarkt mit 1,8 Milliarden Menschen besteht und dass wir hier eine harmonisiertere Welt aufbauen können , weil Menschen hier wirklich Geld verdienen und leben und gedeihen können , genauso wie Andrew Saboru .",1,2,0.5
vast,Med,Affect,,,,,0,1,0.0
vast,Med,Judgement,,,,,0,1,0.0
vast,Med,Appreciation,unüberschaubar,unüberschaubar:1,"And that , in fact , these connections were vast and that we were all embedded in this broad set of connections with each other .","Und dass diese Verbindungen tatsächlich unüberschaubar sind , und dass wir alle in diese ausgedehnten gegenseitigen Verbindungen eingebettet sind .",1,1,1.0
vast,Sci,Affect,,,,,0,1,0.0
vast,Sci,Judgement,weit,weit:1,"Yet we have this idea , we humans , that the Earth -- all of it : the oceans , the skies -- are so vast and so resilient it does n't matter what we do to it .","Doch wir Menschen haben diese Vorstellung , dass die Erde -- die Ozeane , die Himmel -- so unermäßlich weit und unverwüstlich sind , dass es völlig unbedeutend ist , was wir damit machen .",1,1,1.0
vast,Sci,Appreciation,,,,,0,1,0.0
verifiable,Bus,Affect,,,,,0,1,0.0
verifiable,Bus,Judgement,überprüfbar,überprüfbar:1,"They 're measurable , and they 're verifiable .",Sie sind messbar und sie sind überprüfbar .,1,1,1.0
verifiable,Bus,Appreciation,,,,,0,1,0.0
vertical,Ent,Affect,aufrecht,aufrecht:1,"So before I start , I would like to thank the makers of Lamotrigine , Sertraline , and Reboxetine , because without those few simple chemicals , I would not be vertical today .","Bevor ich anfange , möchte ich den Herstellern von Lamotrigin , Sertralin und Reboxetin danken , denn ohne diese paar einfachen Medikamente stünde ich heute nicht aufrecht .",1,1,1.0
vertical,Ent,Judgement,,,,,0,1,0.0
vertical,Ent,Appreciation,,,,,0,1,0.0
vertical,Tech,Affect,,,,,0,1,0.0
vertical,Tech,Judgement,,,,,0,1,0.0
vertical,Tech,Appreciation,oben,oben:1,"Which is why our technology for talking to one another has gone vertical , our ability to listen and understand one another has gone nowhere .","Weshalb unsere Technologie , um miteinander zu kommunzieren , nach oben geschossen ist , aber unsere Fähigkeit einander zuzuhören und einander zu vestehen , keine Fortschritte gemacht hat .",1,1,1.0
violent,Edu,Affect,,,,,0,1,0.0
violent,Edu,Judgement,,,,,0,1,0.0
violent,Edu,Appreciation,Gewalt,Gewalt:1,"In a lot of classrooms today , you 're not allowed to write about anything that 's violent .","In vielen Klassen heutzutage darf man über nichts schreiben , das Gewalt beinhaltet .",1,1,1.0
violent,Med,Affect,gewalttätig,gewalttätig:1,"If I was always violent towards you or gave you misinformation or made you sad or infected you with deadly germs , you would cut the ties to me , and the network would disintegrate . So the spread of good and valuable things is required to sustain and nourish social networks .","Wenn ich Ihnen gegenüber immer gewalttätig gewesen wäre oder Ihnen falsche Auskunft gegeben hätte , oder Sie unglücklich gemacht hätte , oder Sie mit tödlichen Bakterien infiziert hätte , würden Sie die Verbindung zu mir trennen , und das Netzwerk würde sich auflösen . Also ist das Verbreiten von guten und wertvollen Dingen notwendig , um soziale Netzwerk zu stützen und zu nähren .",1,1,1.0
violent,Med,Judgement,,,,,0,1,0.0
violent,Med,Appreciation,,,,,0,1,0.0
violent,Pol,Affect,,,,,0,1,0.0
violent,Pol,Judgement,,,,,0,1,0.0
violent,Pol,Appreciation,gewaltsam,gewaltsam:1,"Medical anthropologists such as Paul Farmer , who worked on AIDS in Haiti , call this structural violence : structural because inequities are embedded in the political and economic organization of our social world , often in ways that are invisible to those with privilege and power ; and violence because its impact -- premature deaths , suffering , illness -- is violent .","Medizinische Anthropologen wie Paul Farmer , der wegen AIDS in Haiti tätig war , nennt das strukturelle Gewalt . Strukturell deshalb , weil Ungerechtigkeiten verwurzelt sind , in der politischen und wirtschaftlichen Organisation unserer sozialen Welt , und häufig auf eine Weise , die unsichtbar bleibt für jene mit Privilegien und Macht ; Und Gewalt ist wegen ihrer Auswirkungen -- vorzeitiger Tod , Leiden , Krankheit -- gewaltsam .",1,1,1.0
violent,Psy,Affect,,,,,0,1,0.0
violent,Psy,Judgement,,,,,0,1,0.0
violent,Psy,Appreciation,gewalttätig,gewalttätig:1,""" Those people are criminal . "" "" Those people are violent . "" "" Those people are to be feared . """,""" Diese Menschen sind kriminell . "" "" Diese Menschen sind gewalttätig . "" "" Vor diesen Menschen muss man sich fürchten . """,1,1,1.0
viral,Ent,Affect,,,,,0,2,0.0
viral,Ent,Judgement,,,,,0,2,0.0
viral,Ent,Appreciation,viral,viral:2,So we 're going to talk a little bit today about how videos go viral and then why that even matters .,"Heute wollen wir darüber sprechen , wie Videos viral werden , und anschließend , weshalb das überhaupt wichtig ist .",2,2,1.0
viral,Sci,Affect,,,,,0,1,0.0
viral,Sci,Judgement,,,But people were tweeting and sharing this ; it went viral .,Aber Leute tweeteten und verbreiteten es .,1,1,1.0
viral,Sci,Appreciation,,,,,0,1,0.0
virtuous,Pol,Affect,,,,,0,1,0.0
virtuous,Pol,Judgement,,,,,0,1,0.0
virtuous,Pol,Appreciation,tugendhaft,tugendhaft:1,I do n't say that because I think that 's virtuous ; I say that because there is power in identity .,"Ich sage das nicht , weil ich glaube , dass es tugendhaft ist . Ich sage das , weil Identität Macht hat .",1,1,1.0
virulent,Edu,Affect,,,,,0,1,0.0
virulent,Edu,Judgement,,,,,0,1,0.0
virulent,Edu,Appreciation,ansteckendsten,ansteckendsten:1,"And he called his top assistant to him and asked , "" Where would you say , in this region , racism is most virulent ? "" "" Well , I do n't rightly know , Mr. Teszler .","Er rief seinen Topassistenten zu sich und fragte : "" Wo in dieser Region , würden Sie sagen , ist der Rassismus an dem ansteckendsten ? "" "" Na ich weiß nicht recht , Herr Teszler .",1,1,1.0
visceral,Edu,Affect,,,,,0,1,0.0
visceral,Edu,Judgement,,,,,0,1,0.0
visceral,Edu,Appreciation,viszeraler,viszeraler:1,"But actually , the nine - month - long process of molding and shaping that goes on in the womb is a lot more visceral and consequential than that .","Aber die neunmonatige Entwicklung , das Formen und Prägen in dem Mutterleib , ist viel viszeraler und folgenreicher als das .",1,1,1.0
visible,Phi,Affect,,,,,0,1,0.0
visible,Phi,Judgement,,,,,0,1,0.0
visible,Phi,Appreciation,offensichtlich,offensichtlich:1,""" We can assert with some confidence that our own period is one of decline , that the standards of culture are lower than they were 50 years ago , and that the evidences of this decline are visible in every department of human activity . """,""" Wir können mit einiger Gewissheit feststellen , dass unser Zeitalter eines des Niedergangs ist , dass das Niveau unserer Kultur geringer ist als es das noch vor 50 Jahren war , und dass Beweise für diesen Niedergang in jedem Bereich menschlichen Tuns offensichtlich sind . """,1,1,1.0
visible,Pol,Affect,,,,,0,1,0.0
visible,Pol,Judgement,,,,,0,1,0.0
visible,Pol,Appreciation,sichtbar,sichtbar:1,"At a micro level , the individuals around him were visible .",Auf der Mikroebene waren die Personen um ihn herum sichtbar .,1,1,1.0
vulnerable,Edu,Affect,,,,,0,1,0.0
vulnerable,Edu,Judgement,,,,,0,1,0.0
vulnerable,Edu,Appreciation,verwundbarer,verwundbarer:1,"And our committee , which consisted of a lot of hard scientists , did feel at the end of that study that the absence of play and a progressive suppression of developmentally normal play led him to be more vulnerable to the tragedy that he perpetrated .","Und unser Gremium , welches aus einer Menge harter Wissenschaftler bestand , hatte an dem Ende der Studie das Gefühl , dass die Abwesenheit von Spiel und eine progressive Unterdrückung normaler Spielentwicklung ihn bezüglich der Tragödie , die er verursacht hat , deutlich verwundbarer machte .",1,1,1.0
vulnerable,Med,Affect,,,,,0,1,0.0
vulnerable,Med,Judgement,angreifbar,angreifbar:1,"We can do this because tumor blood vessels are unlike normal , healthy vessels we see in other places of the body -- they 're abnormal , they 're very poorly constructed , and because of that , they 're highly vulnerable to treatments that target them .","Und dies können wir erreichen , weil sich Tumor - Blutgefässe von normalen , gesunden Blutgefässen unterscheiden , die wir in anderen Bereichen des Körpers finden . Sie sind abnormal , sie sind sehr schlecht gebildet ; und darum sind sie sehr angreifbar über Behandlungen , die auf sie abzielen .",1,1,1.0
vulnerable,Med,Appreciation,,,,,0,1,0.0
vulnerable,Pol,Affect,,,,,0,1,0.0
vulnerable,Pol,Judgement,verletzlichsten,verletzlichsten:1,"We can use the same technologies that fishers use to identify where the species are , in order to close the area when it 's most vulnerable , which may , in some cases , be year - round .","Wir können die gleichen Technologien nutzen wie die Fischer um diese Arten zu orten um das Gebiet zu sperren wenn es an dem verletzlichsten ist , und sei es , in manchen Fällen , das ganze Jahr lang .",1,1,1.0
vulnerable,Pol,Appreciation,,,,,0,1,0.0
vulnerable,Psy,Affect,"anfällig, verletzlich","anfällig:1, verletzlich:1","We are all vulnerable to bias , but we do n't act on bias all the time .","Wir alle sind anfällig für Vorurteile , aber wir handeln nicht ständig aus Vorurteilen heraus .",2,4,0.5
vulnerable,Psy,Judgement,gefährdeter,gefährdeter:1,"Mice have evolved to prefer enclosed spaces , like the safety of their burrows , but to find food , water , mates , they need to go out into the open where they 're more vulnerable to predatory threats .","Mäuse haben eine Vorliebe für geschlossene Räume entwickelt , wie die Geborgenheit ihrer Erdhöhlen , aber um Futter , Wasser und Partner zu finden , müssen sie nach draußen , wo sie gefährdeter gegenüber Feinden sind .",1,4,0.25
vulnerable,Psy,Appreciation,verwundbar,verwundbar:1,"The end goal will [ be ] becoming vulnerable , realizing the place of our connection to one another , rather than becoming secure , in control and alone .","Das endgültige Ziel wird sein verwundbar zu werden , die Anwesenheit unserer Verbindung zueinander zu realisieren , anstatt sicher zu werden , in Kontrolle zu sein , und allein .",1,4,0.25
vulnerable,Tech,Affect,,,,,0,2,0.0
vulnerable,Tech,Judgement,"anfälliger, angreifbar","anfälliger:1, angreifbar:1","This is really crucial right now , because nuclear weapons -- they 're vulnerable .",ist dieses Thema gerade jetzt so wichtig . Atomwaffen sind angreifbar .,2,2,1.0
vulnerable,Tech,Appreciation,,,,,0,2,0.0
wacky,Tech,Affect,,,,,0,1,0.0
wacky,Tech,Judgement,,,,,0,1,0.0
wacky,Tech,Appreciation,verwunderlich,verwunderlich:1,"Maybe this is all wacky to folks like you , I do n't know .","Vielleicht ist das alles verwunderlich für Menschen wie Sie , ich weiß es nicht .",1,1,1.0
warm,His,Affect,frieren,frieren:1,"You 've got to seat 10 people , you 've got to keep everyone warm .","Zehn Leute müssen Platz haben , keiner darf frieren .",1,2,0.5
warm,His,Judgement,warme,warme:1,"She and her husband John were warm and affectionate people , and they had a profoundly autistic daughter named Susie .","Sie und ihr Ehemann John waren warme und liebevolle Menschen , und sie hatten eine hochgradig autistische Tochter , Susie .",1,2,0.5
warm,His,Appreciation,,,,,0,2,0.0
warm,Sci,Affect,,,,,0,3,0.0
warm,Sci,Judgement,warm,warm:2,Our NSF - funded work found that it could be warm enough for open water from many types of atmospheres and orientations of its orbit .,"Unsere von der NSF geförderte Studie stellte fest , er könnte warm genug für offene Gewässer sein durch viele Arten von Atmosphären und Orientierungen seiner Bahn .",2,3,0.6667
warm,Sci,Appreciation,warm,warm:1,"At this distance , shown in blue on this diagram for stars of different temperatures , planets could be warm enough for water to flow on their surfaces as lakes and oceans where life might reside .","In dieser Entfernung -- hier in Blau für Sterne unterschiedlicher Temperatur -- könnten Planeten warm genug für flüssiges Wasser in Seen und Ozeanen an der Oberfläche sein , in denen Leben existieren könnte .",1,3,0.3333
warm,Tech,Affect,,,,,0,1,0.0
warm,Tech,Judgement,warm,warm:1,"They did that in the summer , and it was very warm .",Sie haben das in dem Sommer gemacht und es war sehr warm .,1,1,1.0
warm,Tech,Appreciation,,,,,0,1,0.0
warmblooded,Sci,Affect,,,,,0,1,0.0
