adjective,gender,discipline,file_names,total_count,affect_count,judgement_count,appreciation_count,ambiguous_count,p_affect,p_judgement,p_appreciation,assigned_class,assigned_confidence,example_affect,example_judgement,example_appreciation,example_ambiguous
good,m,psy,Psy14_en.conllu || Psy15_en.conllu || Psy17_en.conllu || Psy7_en.conllu || Psy8_en.conllu,34,0,0,2,32,0.0,0.0,1.0,appreciation,1.0,,,"When something happens to us , we first decide , is this good or bad ? || My hypothesis is , American soldiers are good , usually .","Now , in that moment , you are doing essentially what I get to do every day , because I 'm an anger researcher , and as an anger researcher , I spend a good part of my professional life -- who am I kidding , also my personal life -- studying why people get mad . || But it 's also been with us in some of the best moments of our lives , with those special occasions like weddings and vacations often marred by these everyday frustrations -- bad weather , travel delays -- that feel horrible in the moment , but then are ultimately forgotten when things go OK . || It 's good that you feel it . || Now , in the spirit of better understanding those types of provocations , I ask a lot of people , including my friends and colleagues and even family , "" What are the things that really get to you ? || By the way , now is a good time to point out one of the advantages of being an anger researcher is that I 've spent more than a decade generating a comprehensive list of all the things that really irritate my colleagues ."
bad,m,psy,Psy14_en.conllu || Psy15_en.conllu || Psy17_en.conllu || Psy7_en.conllu || Psy8_en.conllu,32,0,3,5,24,0.0,0.375,0.625,appreciation,0.625,,"You 've looked at this and you 've said it 's bad and it 's blameworthy . || In fact , there 's every reason to think that they 'll only get worse , and that 's what it would look like if things just stayed the same , at the same linear rate , over the next 20 years . || She goes , "" No it gets worse , read this book . ""","When you 're feeling those things , those provocations feel that much worse . || And all of that assumes that anger is bad and that it 's wrong to feel it . || Now inequality -- economic inequality -- is something we should all be concerned about , and not just because of those at the bottom of the social hierarchy , but because individuals and groups with lots of economic inequality do worse ... not just the people at the bottom , everyone . || There 's a lot of really compelling research coming out from top labs all over the world , showcasing the range of things that are undermined as economic inequality gets worse . || Maybe it was the barrel that was bad .","In fact , anger has been with us at some of the worst moments of our lives . || But it 's also been with us in some of the best moments of our lives , with those special occasions like weddings and vacations often marred by these everyday frustrations -- bad weather , travel delays -- that feel horrible in the moment , but then are ultimately forgotten when things go OK . || When something happens to us , we first decide , is this good or bad ? || We decide what it means in the context of our lives and once we 've done that , we decide how bad it is . || We say , "" Is this the worst thing that 's ever happened , or can I cope with this ?"
same,m,psy,Psy14_en.conllu || Psy15_en.conllu || Psy17_en.conllu || Psy7_en.conllu,15,0,0,1,14,0.0,0.0,1.0,appreciation,1.0,,,"Now the only person -- it turns out one son and one daughter , siblings , did n't get along and their patterns are exactly the same .","We can feel angry at the same time that we 're scared or sad , or feeling a host of other emotions . || At least not on their own , and we know that , because if they were , we 'd all get angry over the same things , and we do n't . || At the same time , your digestive system slowed down so you could conserve energy . || The same way your thirst motivates you to get a drink of water , the same way your hunger motivates you to get a bite to eat , your anger can motivate you to respond to injustice . || Now here 's an example of a more expensive car , a Prius , driving through , and a BMW doing the same ."
happy,m,psy,Psy8_en.conllu,14,1,4,6,3,0.0909,0.3636,0.5455,appreciation,0.5455,Want to be happier ? Stay in the moment,"It 's one of their least enjoyable activities , and yet they are substantially happier when they 're focused only on their commute than when their mind is going off to something else . || I think part of the reason , a big part of the reason , is that when our minds wander , we often think about unpleasant things , and they are enormously less happy when they do that , our worries , our anxieties , our regrets , and yet even when people are thinking about something neutral , they 're still considerably less happy than when they 're not mind - wandering at all . || Even when they 're thinking about something they would describe as pleasant , they 're actually just slightly less happy than when they are n't mind - wandering .","The paradox of happiness is that even though the objective conditions of our lives have improved dramatically , we have n't actually gotten any happier . || Since we know people want to be happy , maybe when our minds wander , they 're going to someplace happier than the place that they 're leaving . || This graph shows happiness on the vertical axis , and you can see that bar there representing how happy people are when they 're focused on the present , when they 're not mind - wandering . || As it turns out , people are substantially less happy when their minds are wandering than when they 're not . || Now you might look at this result and say , okay , sure , on average people are less happy when they 're mind - wandering , but surely when their minds are straying away from something that was n't very enjoyable to begin with , at least then mind - wandering should be doing something good for us .","Maybe , to really be happy , we need to stay completely immersed and focused on our experience in the moment . || Since we know people want to be happy , maybe when our minds wander , they 're going to someplace happier than the place that they 're leaving . || My hope is that over time , by tracking people 's moment - to - moment happiness and their experiences in daily life , we 'll be able to uncover a lot of important causes of happiness , and then in the end , a scientific understanding of happiness will help us create a future that 's not only richer and healthier , but happier as well ."
angry,m,psy,Psy14_en.conllu,13,7,0,0,6,1.0,0.0,0.0,affect,1.0,"We get angry in situations that are unpleasant , that feel unfair , where our goals are blocked , that could have been avoided , and that leave us feeling powerless . || We can feel angry at the same time that we 're scared or sad , or feeling a host of other emotions . || At least not on their own , and we know that , because if they were , we 'd all get angry over the same things , and we do n't . || The reasons I get angry are different than the reasons you get angry , so there 's got to be something else going on . || So often when we talk about anger , we talk about how to keep from getting angry .",,,"The reasons I get angry are different than the reasons you get angry , so there 's got to be something else going on . || So you 're driving somewhere , thus teed up to be angry , and the person in front of you is driving well below the speed limit . || That 's secondary appraisal -- you do n't get angry . || Angry people tend to put blame where it does n't belong . || There are cruel , selfish people , and it 's not only OK to be angry when we 're treated poorly , it 's right to be angry when we 're treated poorly ."
much,m,psy,Psy15_en.conllu || Psy7_en.conllu,10,0,0,1,9,0.0,0.0,1.0,appreciation,1.0,,,How much is that ?,"They got two times as much money ; when they passed Go , they collected twice the salary ; and they got to roll both dice instead of one , so they got to move around the board a lot more . || I do n't know why they gave me so much . || I have so much money . || I have so much money , it takes me forever . || And we just monitor how much people give ."
big,m,psy,Psy14_en.conllu || Psy17_en.conllu || Psy8_en.conllu,10,0,1,0,9,0.0,1.0,0.0,judgement,1.0,,But maybe you also decide it 's not that big a deal .,,"Sometimes they talk about racism and sexism and bullying and environmental destruction -- big , global problems we all face . || Social scientists stop there and they miss the big point that I discovered when I became an expert witness for Abu Ghraib . || And he said , "" I did what anyone could do , "" no big deal to jump on the tracks . || According to this view , the reason we want a big house or a nice car or a good job is n't that these things are intrinsically valuable . || Maybe because these conventional notions of progress have n't delivered big benefits in terms of happiness , there 's been an increased interest in recent years in happiness itself ."
real,m,psy,Psy14_en.conllu || Psy17_en.conllu || Psy8_en.conllu,10,0,0,1,9,0.0,0.0,1.0,appreciation,1.0,,,"But racism , sexism , bullying , environmental destruction , those things are real , those things are terrible , and the only way to fix them is to get mad first and then channel that anger into fighting back .","What 's the validity in the real world ? || It was a real cop car , it was a real policeman , and there were real neighbors in the street , who did n't know that this was an experiment . || You could tell it was n't a real jail . || Real world parallels ? || Called trackyourhappiness.org , it uses the iPhone to monitor people 's happiness in real time ."
likely,m,psy,Psy15_en.conllu || Psy7_en.conllu,10,1,0,3,6,0.25,0.0,0.75,appreciation,0.75,"We were more likely to see signs of dominance and nonverbal signs , displays of power and celebration among the rich players .",,"We 've run other studies , finding that wealthier individuals are more likely to lie in negotiations , to endorse unethical behavior at work , like stealing cash from the cash register , taking bribes , lying to customers . || But what we 're finding is that the wealthier you are , the more likely you are to pursue a vision of personal success , of achievement and accomplishment , to the detriment of others around you . || But more likely is this .","And as the game went on , one of the really interesting and dramatic patterns that we observed begin to emerge was that the rich players actually started to become ruder toward the other person -- less and less sensitive to the plight of those poor , poor players , and more and more demonstrative of their material success , more likely to showcase how well they 're doing . || In surveys , we 've found that it 's actually wealthier individuals who are more likely to moralize greed being good , and that the pursuit of self - interest is favorable and moral . || And we were really interested in who 's more likely to offer help to another person : someone who 's rich or someone who 's poor . || We 've had people play games to see who 's more or less likely to cheat to increase their chances of winning a prize . || In one of the games , we actually rigged a computer so that die rolls over a certain score were impossible -- You could n't get above 12 in this game , and yet ... the richer you were , the more likely you were to cheat in this game to earn credits toward a $ 50 cash prize -- sometimes by three to four times as much ."
different,m,psy,Psy14_en.conllu || Psy15_en.conllu || Psy17_en.conllu || Psy7_en.conllu || Psy8_en.conllu,9,0,1,2,6,0.0,0.3333,0.6667,appreciation,0.6667,,"So there is the pattern that every one of them had , but they all were a little different too .","The reasons I get angry are different than the reasons you get angry , so there 's got to be something else going on . || Study 13 -- no different than men .","They talked about what they 'd done to buy those different properties and earn their success in the game . || And they became far less attuned to all those different features of the situation -- including that flip of a coin -- that had randomly gotten them into that privileged position in the first place . || Not just any cars , but whether drivers of different kinds of cars are more or less inclined to break the law . || In 1993 , the differences between the different quintiles of the population , in terms of income , are fairly egregious . || You get different kinds of psychopaths ."
evil,m,psy,Psy14_en.conllu || Psy17_en.conllu,6,0,0,1,5,0.0,0.0,1.0,appreciation,1.0,,,"My recent book , "" The Lucifer Effect , "" is about , how do you understand how good people turn evil ?","And before I go any further , I should tell you , if I were an evil genius and I wanted to create a situation that was going to make you mad , that situation would look a lot like driving . || And more importantly , that line between good and evil -- which privileged people like to think is fixed and impermeable , with them on the good side , the others on the bad side -- I knew that line was movable , and it was permeable . || One , the world is , was , will always be filled with good and evil , because good and evil is the yin and yang of the human condition . || Let 's oppose the power of evil systems at home and abroad , and let 's focus on the positive ."
small,m,psy,Psy15_en.conllu || Psy17_en.conllu || Psy8_en.conllu,5,0,0,1,4,0.0,0.0,1.0,appreciation,1.0,,,"Yes , it 's better to make more money rather than less , or to graduate from college instead of dropping out , but the differences in happiness tend to be small .","But in fact , we 've been finding in our own laboratory research that small psychological interventions , small changes to people 's values , small nudges in certain directions , can restore levels of egalitarianism and empathy . || Mindlessly taking the first small step ."
interesting,m,psy,Psy15_en.conllu || Psy7_en.conllu || Psy8_en.conllu,5,0,0,3,2,0.0,0.0,1.0,appreciation,1.0,,,"And it has to do with too much brain serotonin during development , which is kind of interesting because serotonin is supposed to make you calm and relaxed . || And that book is very interesting . || But there 's something I think that 's quite interesting in this graph , and that is , basically with one exception , no matter what people are doing , they 're mind - wandering at least 30 percent of the time , which suggests , I think , that mind - wandering is n't just frequent , it 's ubiquitous .","And as the game went on , one of the really interesting and dramatic patterns that we observed begin to emerge was that the rich players actually started to become ruder toward the other person -- less and less sensitive to the plight of those poor , poor players , and more and more demonstrative of their material success , more likely to showcase how well they 're doing . || And here 's what I think was really , really interesting : it 's that , at the end of the 15 minutes , we asked the players to talk about their experience during the game ."
healthy,m,psy,Psy14_en.conllu || Psy17_en.conllu || Psy8_en.conllu,5,0,2,0,3,0.0,1.0,0.0,judgement,1.0,,Why we get mad -- and why it 's healthy || The stress reaction was so extreme that normal kids we picked because they were healthy had breakdowns within 36 hours .,,"And while I get all of that , I see anger a little differently , and today , I want to tell you something really important about your anger , and it 's this : anger is a powerful and healthy force in your life . || Picked two dozen : the most normal , the most healthy . || My hope is that over time , by tracking people 's moment - to - moment happiness and their experiences in daily life , we 'll be able to uncover a lot of important causes of happiness , and then in the end , a scientific understanding of happiness will help us create a future that 's not only richer and healthier , but happier as well ."
important,m,psy,Psy14_en.conllu || Psy7_en.conllu || Psy8_en.conllu,4,1,0,0,3,1.0,0.0,0.0,affect,1.0,"In my talk today , I 've told you a little bit about mind - wandering , a variable that I think turns out to be fairly important in the equation for happiness .",,,"And while I get all of that , I see anger a little differently , and today , I want to tell you something really important about your anger , and it 's this : anger is a powerful and healthy force in your life . || So we 're interested in exactly where in the brain , and what 's the most important part of the brain . || My hope is that over time , by tracking people 's moment - to - moment happiness and their experiences in daily life , we 'll be able to uncover a lot of important causes of happiness , and then in the end , a scientific understanding of happiness will help us create a future that 's not only richer and healthier , but happier as well ."
unhappy,m,psy,Psy8_en.conllu,4,0,0,2,2,0.0,0.0,1.0,appreciation,1.0,,,"It 's possible that 's the case , but it might also be the case that when people are unhappy , then they mind - wander . || As it turns out , there is a strong relationship between mind - wandering now and being unhappy a short time later , consistent with the idea that mind - wandering is causing people to be unhappy .","As it turns out , there is a strong relationship between mind - wandering now and being unhappy a short time later , consistent with the idea that mind - wandering is causing people to be unhappy . || In contrast , there 's no relationship between being unhappy now and mind - wandering a short time later ."
close,m,psy,Psy15_en.conllu || Psy7_en.conllu,3,0,1,0,2,0.0,1.0,0.0,judgement,1.0,,And now they are close as can be .,,"Close to 50 percent of the cars in our most expensive vehicle category broke the law . || In fact , the top 20 percent of our population own close to 90 percent of the total wealth in this country ."
able,m,psy,Psy8_en.conllu,3,1,0,2,0,0.3333,0.0,0.6667,appreciation,0.6667,"A few years ago , I came up with a way to study people 's happiness moment to moment as they 're going about their daily lives on a massive scale all over the world , something we 'd never been able to do before .",,"The idea is that , if we can watch how people 's happiness goes up and down over the course of the day , minute to minute in some cases , and try to understand how what people are doing , who they 're with , what they 're thinking about , and all the other factors that describe our day , how those might relate to those changes in happiness , we might be able to discover some of the things that really have a big influence on happiness . || My hope is that over time , by tracking people 's moment - to - moment happiness and their experiences in daily life , we 'll be able to uncover a lot of important causes of happiness , and then in the end , a scientific understanding of happiness will help us create a future that 's not only richer and healthier , but happier as well .",
difficult,m,psy,Psy15_en.conllu || Psy17_en.conllu || Psy8_en.conllu,3,0,0,1,2,0.0,0.0,1.0,appreciation,1.0,,,"It certainly seems that we 're going about our lives , that what we 're doing , who we 're with , what we 're thinking about , have a big influence on our happiness , and yet these are the very factors that have been very difficult , in fact almost impossible , for scientists to study .","It 's not difficult to discern that there are differences . || "" Nothing is easier than to denounce the evildoer ; nothing more difficult than understanding him , "" Dostoyevsky ."
sure,m,psy,Psy15_en.conllu || Psy17_en.conllu || Psy8_en.conllu,3,2,0,0,1,1.0,0.0,0.0,affect,1.0,"Now in California , as you all know , because I 'm sure we all do this , it 's the law to stop for a pedestrian who 's waiting to cross . || A few years ago -- I am sure all of you were shocked , as I was , with the revelation of American soldiers abusing prisoners in a strange place in a controversial war , Abu Ghraib in Iraq .",,,"Now you might look at this result and say , okay , sure , on average people are less happy when they 're mind - wandering , but surely when their minds are straying away from something that was n't very enjoyable to begin with , at least then mind - wandering should be doing something good for us ."
good,m,sci,Sci10_en.conllu || Sci11_en.conllu || Sci20_en.conllu || Sci22_en.conllu || Sci2_en.conllu || Sci4_en.conllu || Sci5_en.conllu || Sci8_en.conllu,22,1,1,2,18,0.25,0.25,0.5,appreciation,0.5,"So you -- it was fun to get away from high school -- because I was very small , and I was no good in sports , or anything like that .",Does it get better or worse ?,"So I went to Indiana , which was actually as good as Caltech in genetics , and besides , they had a really good basketball team . || And inside this reactor is a molten salt , so anybody who 's a fan of thorium , they 're going to be really excited about this , because these reactors happen to be really good at breeding and burning the thorium fuel cycle , uranium - 233 .","Now , there 's no better definition of cognitive dissonance than intelligent people asking me if a rodent 's forecast is accurate . || And when we expand our radius , it 's not about making a better future , but it 's about preserving life as we know it . || A female is anything dimpled , glossy and brown , the bigger the better . || So I went to Indiana , which was actually as good as Caltech in genetics , and besides , they had a really good basketball team . || But Wilkins , you know , thought DNA was the best bet , and he showed this x - ray photograph ."
high,m,sci,Sci20_en.conllu || Sci22_en.conllu || Sci2_en.conllu || Sci4_en.conllu || Sci8_en.conllu,18,0,0,3,15,0.0,0.0,1.0,appreciation,1.0,,,"But as you can see , there 's seven out of 20 had a change which was very high . || And yet , per capita meat consumption is as high as it 's been in recorded history . || Their burn - up is much higher .","I was at the University of Chicago , in my third year , and I was in my third year because the University of Chicago let you in after two years of high school . || So you -- it was fun to get away from high school -- because I was very small , and I was no good in sports , or anything like that . || And the parent of a child with Asperger 's disease , the high - intelligence autism , had sent his thing to a conventional company ; they did n't do it . || And this applies not just to people who have been living in the USA for many generations , but also to immigrants and refugees , who , for most immigrant and refugee groups , arrive in the USA metabolically healthy , and then within a few years , they become just as high - risk for obesity and diabetes as other Americans . || In game play , for example , in Go -- everyone remembers in 1997 when IBM 's Deep Blue beat Garry Kasparov at chess -- fewer people are aware that in the past 10 years or so , the game of Go , arguably a much more challenging game because it has a much higher branching factor , has also started to succumb to computer game players for the same reason : the best techniques right now for computers playing Go are techniques that try to maximize future options during game play ."
right,m,sci,Sci10_en.conllu || Sci11_en.conllu || Sci20_en.conllu || Sci2_en.conllu,16,2,5,0,9,0.2857,0.7143,0.0,judgement,0.7143,This is one prediction I will always get right . || And we knew we were right .,"Could Galileo be right ? || We rushed over to the chemistry department and said , "" Could Pauling be right ? "" || So the next day , you know , after I thought , "" Well , he might be right . "" So I changed the locations , and then we found the base pairing , and Francis immediately said the chains run in absolute directions . || They said , we wo n't think about it until we know it 's right . || But , you know , we thought , well , it 's at least 95 percent right or 99 percent right .",,"We just recently had Groundhog Day , right ? || And believe it or not , and I know some of you are like , "" Yeah , right , "" we 're about 90 percent accurate , or more , with weather forecast . || Is this the right interpretation of evolutionary theory ? || Now , as it happens , these bottles are dimpled , glossy , and just the right shade of brown to tickle the fancy of these beetles . || Now , the icon is blue and rectangular and in the lower right corner of the desktop ."
big,m,sci,Sci10_en.conllu || Sci11_en.conllu || Sci20_en.conllu || Sci22_en.conllu || Sci8_en.conllu,16,0,2,1,13,0.0,0.6667,0.3333,judgement,0.6667,,"And we knew it was big because , you know , if you just put A next to T and G next to C , you have a copying mechanism . || So it 's not as big as the reactor you see in the diagram here .",But antibiotic resistance represents just as big of a threat .,"Now , these sound like big , fancy , academic terms , and they are . || A female is anything dimpled , glossy and brown , the bigger the better . || I guess , you know , he was the big hero . || And there was the big question of , how did you copy the information ? || So a lot of autistic kids are autistic because they just lost a big piece of DNA ."
more,m,sci,Sci10_en.conllu || Sci11_en.conllu || Sci20_en.conllu || Sci22_en.conllu || Sci2_en.conllu || Sci5_en.conllu || Sci8_en.conllu,15,0,0,1,14,0.0,0.0,1.0,appreciation,1.0,,,That 's more like the microbiome in a captive primate .,"In other words , people think they know more than they do . || And believe it or not , and I know some of you are like , "" Yeah , right , "" we 're about 90 percent accurate , or more , with weather forecast . || And so the more I talked to scientists and read peer - reviewed literature and tried to conduct myself the way I 'd been taught to conduct myself at Penn State when I was a student , it became very difficult for me to make the argument that we were n't at least having some effect . || There are many more examples , but these are just two that you construct what you see . || And after you 're gone , and your theory with you , we 'll know that there 's more to that train than just an icon ."
great,m,sci,Sci11_en.conllu || Sci20_en.conllu || Sci22_en.conllu || Sci8_en.conllu,10,0,0,2,8,0.0,0.0,1.0,appreciation,1.0,,,"Individual action is great , but antibiotic resistance and climate change -- they require more . || You know , in the Cold War , we built up this huge arsenal of nuclear weapons , and that was great , and we do n't need them anymore , and what are we doing with all the waste , essentially ?","I love a great mystery , and I 'm fascinated by the greatest unsolved mystery in science , perhaps because it 's personal . || Once we let go of our massively intuitive but massively false assumption about the nature of reality , it opens up new ways to think about life 's greatest mystery . || Then , in the Chicago paper , there was a review of a book called "" What is Life ? "" by the great physicist , Schrodinger . || George Gamow , also a great physicist , he designed the tie . || For someone who 's done a lot of counterterrorism work , I ca n't extol to you how great having something buried below the ground is for proliferation and security concerns ."
new,m,sci,Sci11_en.conllu || Sci22_en.conllu || Sci2_en.conllu || Sci4_en.conllu || Sci5_en.conllu,10,0,0,1,9,0.0,0.0,1.0,appreciation,1.0,,,"Now , this mystery is not new .","There 's nothing really new here . || There 's nothing new here . || Well , it opens up new possibilities . || Once we let go of our massively intuitive but massively false assumption about the nature of reality , it opens up new ways to think about life 's greatest mystery . || One of the study 's authors explained that "" humanity now poses a threat to the stability of the planet ... [ This requires ] nothing less than a new global agricultural revolution . """
next,m,sci,Sci10_en.conllu || Sci11_en.conllu || Sci20_en.conllu || Sci22_en.conllu || Sci2_en.conllu || Sci5_en.conllu,9,0,1,0,8,0.0,1.0,0.0,judgement,1.0,,"There 's Francis up on the upper right , and Alex Rich -- the M.D. - turned - crystallographer -- is next to me .",,""" My daughter is getting married next September , it 's an outdoor wedding . || In this next example , you see glowing blue bars with pretty sharp edges moving across a field of dots . || So the next day , you know , after I thought , "" Well , he might be right . "" So I changed the locations , and then we found the base pairing , and Francis immediately said the chains run in absolute directions . || The next five years , there were essentially something like five references to our work in "" Nature "" -- none . || The next global agricultural revolution"
bad,m,sci,Sci10_en.conllu || Sci20_en.conllu || Sci2_en.conllu || Sci5_en.conllu,9,0,2,4,3,0.0,0.3333,0.6667,appreciation,0.6667,,"But yet , when you talk to people in Houston , people are saying , "" We had no idea it was going to be this bad . "" || But the reality is , we were in a winter storm watch , we went to a winter weather advisory , and a lot of people perceived that as being a downgrade , "" Oh , it 's not going to be as bad . ""","When in fact , the perception was that it was not going to be as bad , but it was actually an upgrade . || Things were getting worse as the models were coming in . || And you can see on the top that cancers which are bad show insertions or deletions . || And the question is well , if we 're around here , you know , these little losses or gains might not be too bad .","Does it get better or worse ? || Now , in scientific terms , we call this a very bad idea . || To teach a system how to play a game like Go , I 'd have it play thousands of games of Go , but in the process I also teach it how to discern a good game from a bad game ."
blue,m,sci,Sci11_en.conllu,9,0,0,3,6,0.0,0.0,1.0,appreciation,1.0,,,"Now , the icon is blue and rectangular and in the lower right corner of the desktop . || Does that mean that the text file itself in the computer is blue , rectangular , and in the lower right - hand corner of the computer ? || Well , I would n't step in front of that train for the same reason that I would n't carelessly drag that icon to the trash can : not because I take the icon literally -- the file is not literally blue or rectangular -- but I do take it seriously .","In this next example , you see glowing blue bars with pretty sharp edges moving across a field of dots . || All I 'm doing from frame to frame is changing the colors of dots from blue to black or black to blue . || But when I do this quickly , your visual system creates the glowing blue bars with the sharp edges and the motion . || Consider that blue icon for a TED Talk that you 're writing . || It 's like saying , I know that that blue icon on the desktop is not the reality of the computer , but if I pull out my trusty magnifying glass and look really closely , I see little pixels , and that 's the reality of the computer ."
accurate,m,sci,Sci10_en.conllu || Sci11_en.conllu,8,1,1,3,3,0.2,0.2,0.6,appreciation,0.6,"And believe it or not , and I know some of you are like , "" Yeah , right , "" we 're about 90 percent accurate , or more , with weather forecast .","One textbook says , for example , "" Evolutionarily speaking , vision is useful precisely because it is so accurate . ""","Now , there 's no better definition of cognitive dissonance than intelligent people asking me if a rodent 's forecast is accurate . || The problem is , it 's only about 37 percent accurate , according to studies at Penn State University . || We are the offspring of those who saw more accurately , and so we can be confident that , in the normal case , our perceptions are accurate .","So , when I have an experience that I describe as a red tomato , that experience is actually an accurate reconstruction of the properties of a real red tomato that would exist even if I were n't looking . || So the idea is that accurate perceptions are fitter perceptions . || So the bottom line is , evolution does not favor veridical , or accurate perceptions ."
excited,m,sci,Sci8_en.conllu,7,5,0,1,1,0.8333,0.0,0.1667,affect,0.8333,"Well , I have a big announcement to make today , and I 'm really excited about this . || And I 'm really excited about this , because it 's a very compact core . || But let 's go back to safety , because everybody after Fukushima had to reassess the safety of nuclear , and one of the things when I set out to design a power reactor was it had to be passively and intrinsically safe , and I 'm really excited about this reactor for essentially two reasons . || Well , I was obsessed with nuclear science too , to a point , but before that I was obsessed with space , and I was really excited about , you know , being an astronaut and designing rockets , which was something that was always exciting to me . || So I 'm really excited .",,"Everybody was really excited about Curiosity , and that had this big plutonium battery on board that has plutonium - 238 , which actually has a higher specific activity than the low - enriched uranium fuel of these molten salt reactors , which means that the effects would be negligible , because you launch it cold , and when it gets into space is where you actually activate this reactor .","And inside this reactor is a molten salt , so anybody who 's a fan of thorium , they 're going to be really excited about this , because these reactors happen to be really good at breeding and burning the thorium fuel cycle , uranium - 233 ."
important,m,sci,Sci10_en.conllu || Sci11_en.conllu || Sci20_en.conllu || Sci4_en.conllu || Sci5_en.conllu || Sci8_en.conllu,7,0,0,3,4,0.0,0.0,1.0,appreciation,1.0,,,"If DNA is that important , Linus will know it . || And this is buried below ground , which is really important . || And this is really important , because the reaction stops .","And then , it 's important to speak out . || So this raises an important technical question : || Another important consequence is goal seeking . || In scientific terms , this is what we call ground truth , and here 's the important point : in producing these machines , we are therefore teaching them a sense of our values ."
interesting,m,sci,Sci10_en.conllu || Sci2_en.conllu || Sci4_en.conllu || Sci8_en.conllu,7,1,0,3,3,0.25,0.0,0.75,appreciation,0.75,"And then that 's a heat exchanger to what makes this design really , really interesting , and that 's a heat exchanger to a gas .",,"Cognitive dissonance is interesting . || And when I saw this figure , the hairs raised up on the back of my neck , because one way to think about it is , "" Oh , that 's interesting , captive monkeys are sort of on their way to becoming like Americans . "" || If we take a look back at the history of how intelligence has been viewed , one seminal example has been Edsger Dijkstra 's famous quote that "" the question of whether a machine can think is about as interesting as the question of whether a submarine can swim . """,It 's an interesting question and one that I 've been thinking about quite a bit . || And I saw some really interesting things . || Now the really interesting thing about these reactors is they 're built in a factory .
normal,m,sci,Sci10_en.conllu || Sci11_en.conllu || Sci20_en.conllu || Sci2_en.conllu,7,0,2,1,4,0.0,0.6667,0.3333,judgement,0.6667,,"Or , you know , were they normal ? || I would guess they 're normal .","That 's an anomaly event , that 's outside of the normal .","We are the offspring of those who saw more accurately , and so we can be confident that , in the normal case , our perceptions are accurate . || And what you can do is sort of compare DNA of normal segs versus cancer . || But Wigler , besides looking at cancer cells , looked at normal cells , and made a really sort of surprising observation . || But interestingly , as our bodies have been adapting to life in modern society , we 're losing some of our normal microbes , and at the same time , there are quite a few diseases related to the gut that are skyrocketing in developed nations all around the world ."
handed,m,sci,Sci20_en.conllu,6,0,1,3,2,0.0,0.25,0.75,appreciation,0.75,,"Now , some people who think they 're right - handed are genetically left - handed .","30 percent of schizophrenic people are left - handed , and schizophrenia has a very funny genetics , which means 60 percent of the people are genetically left - handed , but only half of it showed . || Now , some people who think they 're right - handed are genetically left - handed .","Now , we do n't have really any evidence of it , but I think , to give you a hypothesis , the best guess is that if you 're left - handed , you 're prone to schizophrenia . || I 'm just saying that , if you think , oh , I do n't carry a left - handed gene so therefore my , you know , children wo n't be at risk of schizophrenia ."
small,m,sci,Sci20_en.conllu || Sci22_en.conllu || Sci5_en.conllu || Sci8_en.conllu,5,1,0,0,4,1.0,0.0,0.0,affect,1.0,"So you -- it was fun to get away from high school -- because I was very small , and I was no good in sports , or anything like that .",,,"These plant - based companies have spent small fortunes on their burgers , and cell - based meat has not yet been commercialized at all . || I grew up in a small town in the dusty plains of north Texas , the son of a sheriff who was the son of a pastor . || My radical plan for small nuclear fission reactors || This is a small modular reactor ."
low,m,sci,Sci11_en.conllu || Sci8_en.conllu,5,0,0,1,4,0.0,0.0,1.0,appreciation,1.0,,,And the reason the efficiencies are so low is these reactors operate at pretty low temperature .,"Now , the icon is blue and rectangular and in the lower right corner of the desktop . || Does that mean that the text file itself in the computer is blue , rectangular , and in the lower right - hand corner of the computer ? || And the reason the efficiencies are so low is these reactors operate at pretty low temperature . || Everybody was really excited about Curiosity , and that had this big plutonium battery on board that has plutonium - 238 , which actually has a higher specific activity than the low - enriched uranium fuel of these molten salt reactors , which means that the effects would be negligible , because you launch it cold , and when it gets into space is where you actually activate this reactor ."
able,m,sci,Sci20_en.conllu || Sci4_en.conllu || Sci8_en.conllu,5,2,0,0,3,1.0,0.0,0.0,affect,1.0,"However , if you take a look back and think about what have been the most empowering innovations that enabled us to build artificial machines that swim and artificial machines that [ fly ] , you find that it was only through understanding the underlying physical mechanisms of swimming and flight that we were able to build these machines . || The energy that I 'm able to talk to you today , while it was converted to chemical energy in my food , originally came from a nuclear reaction , and so there 's something poetic about , in my opinion , perfecting nuclear fission and using it as a future source of innovative energy .",,,"We ought to be able to find the gene for bipolar ; there 's a relationship . || Pretend that you 're an alien race that does n't know anything about Earth biology or Earth neuroscience or Earth intelligence , but you have amazing telescopes and you 're able to watch the Earth , and you have amazingly long lives , so you 're able to watch the Earth over millions , even billions of years ."
happy,m,sci,Sci20_en.conllu || Sci2_en.conllu,5,3,0,0,2,1.0,0.0,0.0,affect,1.0,"So we were happy . || So there 's a picture of Francis and I before I met the girl , so I 'm still looking happy . || And so I did n't really get happy until 1960 , because then we found out , basically , you know , that there are three forms of RNA .",,,"So I had a really quite happy life at Indiana . || I 'm looking forward to a future where we have the tools that we need to restore and replenish our microbiomes , and in that world , the monkeys will live happier and healthier lives , and so will we ."
