language,Domain,adjective,total_count,Affect_count,Judgement_count,Appreciation_count,ambiguous_count,p_Affect,p_Judgement,p_Appreciation,assigned_class,assigned_confidence,example_Affect,example_Judgement,example_Appreciation,example_ambiguous
en,Sci,good,72,2,2,7,61,0.1818,0.1818,0.6364,Appreciation,0.6364,"What we 're also trying to do is to beef up the conversation of the bacteria that live as mutualists with you , in the hopes of making you more healthy , making those conversations better , so bacteria can do things that we want them to do better than they would be on their own . || So you -- it was fun to get away from high school -- because I was very small , and I was no good in sports , or anything like that .","But of course , as you 're probably aware , even in adulthood , people differ from one another in how good they are at thinking of other minds , how often they do it and how accurately . || Does it get better or worse ?","Now , this ability to put information into categories , I find a lot of people are not very good at this . || Timed degradation : packaging that is good until you do n't want it to be good anymore , and dissolves on cue . || The second thing I want to say about this brain system is that although we human adults are really good at understanding other minds , we were n't always that way . || So that 's good , but of course what we 'd rather is have a way to interfere with function in this brain region , and see if we could change people 's moral judgment . || But what good is this for the worm ?","Now , there 's no better definition of cognitive dissonance than intelligent people asking me if a rodent 's forecast is accurate . || And when we expand our radius , it 's not about making a better future , but it 's about preserving life as we know it . || A female is anything dimpled , glossy and brown , the bigger the better . || And we 've got to use these technologies immediately to get a better understanding of how our ocean realm works . || And then , better yet , we 've got our own version of tuna whisperers , our own Chuck Farwell , Alex Norton , who can take a big tuna and in one motion , put it into an envelope of water , so that we can actually work with the tuna and learn the techniques it takes to not injure this fish who never sees a boundary in the open sea ."
en,Sci,more,65,0,0,2,63,0.0,0.0,1.0,Appreciation,1.0,,,"The thing is , you can make a mind to be more of a thinking and cognitive mind , or your mind can be wired to be more social . || That 's more like the microbiome in a captive primate .","In other words , people think they know more than they do . || And believe it or not , and I know some of you are like , "" Yeah , right , "" we 're about 90 percent accurate , or more , with weather forecast . || And so the more I talked to scientists and read peer - reviewed literature and tried to conduct myself the way I 'd been taught to conduct myself at Penn State when I was a student , it became very difficult for me to make the argument that we were n't at least having some effect . || There are many more examples , but these are just two that you construct what you see . || And after you 're gone , and your theory with you , we 'll know that there 's more to that train than just an icon ."
en,Sci,little,62,1,0,0,61,1.0,0.0,0.0,Affect,1.0,"You know , all I wanted to do was draw pictures of horses when I was little .",,,"Well , I 'll come a little bit closer to home for me , climate change . || Now , we 're probably all a little bit guilty of that at times . || I want you to listen to this little 40 - second clip from one of the top TV meteorologists in the US , Greg Fishel , in the Raleigh , Durham area . || Why have we made so little progress ? || In this example , you see some red discs with bits cut out of them , but if I just rotate the disks a little bit , suddenly , you see a 3 D cube pop out of the screen ."
en,Sci,same,60,0,1,5,54,0.0,0.1667,0.8333,Appreciation,0.8333,,"That is the view that we had of the surface of Titan before we got there with Cassini , and I can tell you that what we have found on Titan , though it is not the same in detail , is every bit as fascinating as that story is .","In this one , I 'm just using the interspecies molecule , but the logic is exactly the same . || And we can compare that to another case , where everything in the real world is the same . || Whereas if she thinks the powder was poison , even though it 's really sugar , now people say she deserves a lot of blame , even though what happened in the real world was exactly the same . || So their judgments of the case when everything was fine remain the same . || And the concept is exactly the same as an echo .","Fitness is not the same thing as reality as it is , and it 's fitness , and not reality as it is , that figures centrally in the equations of evolution . || What the equations of evolution are telling us is that all organisms , including us , are in the same boat as the jewel beetle . || Well , I would n't step in front of that train for the same reason that I would n't carelessly drag that icon to the trash can : not because I take the icon literally -- the file is not literally blue or rectangular -- but I do take it seriously . || The same is true of the train . || We all see a train because we each see the train that we construct , and the same is true of all physical objects ."
en,Sci,big,54,0,3,4,47,0.0,0.4286,0.5714,Appreciation,0.5714,,"This is just a road . And it 's not very big : it 's about 250 meters on one side , 400 on the other . || And we knew it was big because , you know , if you just put A next to T and G next to C , you have a copying mechanism . || So it 's not as big as the reactor you see in the diagram here .","And my great big Internet trunk line is twice as big as the control 's . || This is about as big as they get , about a meter across . || But antibiotic resistance represents just as big of a threat . || They 're moving away from each other because space itself is getting bigger , OK .","Now , these sound like big , fancy , academic terms , and they are . || A female is anything dimpled , glossy and brown , the bigger the better . || And then , better yet , we 've got our own version of tuna whisperers , our own Chuck Farwell , Alex Norton , who can take a big tuna and in one motion , put it into an envelope of water , so that we can actually work with the tuna and learn the techniques it takes to not injure this fish who never sees a boundary in the open sea . || But that 's about half the size of the biggest tuna we 've ever tagged . || Autism is a very big continuum that goes from very severe -- the child remains nonverbal -- all the way up to brilliant scientists and engineers ."
en,Sci,able,42,20,2,4,16,0.7692,0.0769,0.1538,Affect,0.7692,"And for the first time , we 're able to watch the journey of a tuna beneath the ocean using light and photons to measure sunrise and sunset . || So from data like this , we 're able now to put the map up , and in this map you see thousands of positions generated by this decade and a half of tagging . || And , funded primarily through Sloan Foundation and others , we were able to actually go in , in our project -- we 're one of 17 field programs and begin to take on tagging large numbers of predators , not just tunas . || So what we 're able to do with this information is boil it down to hot spots , 4,000 deployments , a huge herculean task , 2,000 tags in an area , shown here for the first time , off the California coast , that appears to be a gathering place . || But one of the things that I was able to do in my design work is I could test - run a piece of equipment in my mind , just like a virtual reality computer system .","When I 'm out troubleshooting equipment or problems with something in a plant , they do n't seem to be able to figure out : "" Do I have a training - people issue ? Or do I have something wrong with the equipment ? "" || We do n't know which species are migrating , what they 're finding to eat , who is trying to eat them or how much carbon they are able to transport .","What happens is that bacteria are able to count how many of "" me "" and how many of "" you . "" || Even more interesting , lately , in the last couple of weeks , people have seen that there 's an enzyme called hydrogenase that 's able to evolve hydrogen from proton and electrons , and is able to take hydrogen up -- basically what 's happening in a fuel cell , in the anode of a fuel cell and in a reversible fuel cell . || And a team has now just been able to mimic that hydrogen - juggling hydrogenase . || And in the search for planets , and in the future , planets that might be like Earth , we 're able to help address some of the most amazing and mysterious questions that have faced humankind for centuries .","There 's about a trillion human cells that make each one of us who we are and able to do all the things that we do . || And so we started to think , if this really is about communication in bacteria , and it 's about counting your neighbors , it 's not enough to be able to only talk within your species . || And its shape is what gives it the function of being able to tumble through air so easily . || Imagine being able to make ceramics at room temperature by simply dipping something into a liquid , lifting it out of the liquid , and having evaporation force the molecules in the liquid together , so that they jigsaw together in the same way as this crystallization works . || Imagine being able to -- and , again , it 's a templated process , and it solidifies out of a liquid process -- imagine being able to have that sort of structure coming out at room temperature ."
en,Sci,new,40,0,0,1,39,0.0,0.0,1.0,Appreciation,1.0,,,"Now , this mystery is not new .","There 's nothing really new here . || There 's nothing new here . || Well , it opens up new possibilities . || Once we let go of our massively intuitive but massively false assumption about the nature of reality , it opens up new ways to think about life 's greatest mystery . || They are some of our finest instruments , our new technology in the ocean today ."
en,Sci,large,39,0,3,6,30,0.0,0.3333,0.6667,Appreciation,0.6667,,"They 're the largest of the tunas , the second - largest fish in the sea -- bony fish . || We can actually see how they 're using ecospaces as large as an ocean . || It 's exceedingly large , spanning from the Arctic to the Southern Ocean and around the globe .","Now sometimes the tunas are really large , such as this fish off Nantucket . || And it would change as the colony gets larger . || Now , these kinds of substances are much larger , and we 'll certainly see them coming . || And the atomic clocks that we use for navigation are also large . || So the evidence that we have that a quarter of the universe is dark matter -- this gravitationally attracting stuff -- is that galaxies , the speed with which stars orbiting galaxies is much too large ; it must be embedded in dark matter .","They 're the largest of the tunas , the second - largest fish in the sea -- bony fish . || Bluefin have two populations : one large , one small . || And , funded primarily through Sloan Foundation and others , we were able to actually go in , in our project -- we 're one of 17 field programs and begin to take on tagging large numbers of predators , not just tunas . || For the first time , an ecoscape as large as ocean - scale , showing where the sharks go . || I want to share with you my personal view of changes in the sea that affect all of us , and to consider why it matters that in 50 years , we 've lost -- actually , we 've taken , we 've eaten -- more than 90 percent of the big fish in the sea ; why you should care that nearly half of the coral reefs have disappeared ; why a mysterious depletion of oxygen in large areas of the Pacific should concern not only the creatures that are dying , but it really should concern you ."
en,Sci,deep,38,0,2,1,35,0.0,0.6667,0.3333,Judgement,0.6667,,"And when we dig up nests we find they 're about as deep as the colony is wide , so about a meter deep for the big old nests . || And it 's deep and dark and cold , and the pressures there are enormous .","But if we look , it ca n't be , because the layer is deep during the day , it rises up at night and the pattern repeats day after day .","Tagging tuna in the deep ocean || It 's the 21st century , but we really have only just begun to really study our oceans in a deep way . || The way that this symbiosis works is that this little squid lives just off the coast of Hawaii , just in sort of shallow knee - deep water . || Since then , I 've used about 30 kinds of submarines and I 've started three companies and a nonprofit foundation called Deep Search to design and build systems to access the deep sea . || We can pick up and fly to the deepest place : seven miles down , the Mariana Trench , where only two people have ever been ."
en,Sci,high,37,0,0,4,33,0.0,0.0,1.0,Appreciation,1.0,,,"But as you can see , there 's seven out of 20 had a change which was very high . || And yet , per capita meat consumption is as high as it 's been in recorded history . || The excitement level about this could not be higher on our team of ocean scientists , engineers and communicators . || Their burn - up is much higher .","I was a goofball student when I was in high school . || Because what I 'm observing is , the good teachers , for a lot of these kids , are out in the community colleges . But we need to be getting some of these good teachers into the high schools . || They live in there , at high cell number . || The highest concentrations are in red . || The high seas , where whales , tuna and dolphins travel -- the largest , least protected , ecosystem on Earth , filled with luminous creatures , living in dark waters that average two miles deep ."
en,Sci,long,32,0,1,0,31,0.0,1.0,0.0,Judgement,1.0,,"So I 'm really optimistic , and I think it wo n't be too long , I hope , before this age - old dream begins to come true .",,"Physicists have told us for a long time that the metal of that train looks solid but really it 's mostly empty space with microscopic particles zipping around . || They were voted on and rejected just two weeks ago , despite outstanding science that shows from two committees this fish meets the criteria of CITES I . And if it 's tunas you do n't care about , perhaps you might be interested that international long lines and pursing chase down tunas and bycatch animals such as leatherbacks , sharks , marlin , albatross . || And then we 'll put on a satellite tag that will give us the long - distance journeys with the light - based geolocation algorithms solved on the computer that 's on the fish . || We kill using long lines , with baited hooks every few feet that may stretch for 50 miles or more . Industrial trawlers and draggers are scraping the sea floor like bulldozers , taking everything in their path . || Protected areas do rebound , but it takes a long time to restore 50 - year - old rockfish or monkfish , sharks or sea bass , or 200 - year - old orange roughy ."
en,Sci,blue,30,0,0,4,26,0.0,0.0,1.0,Appreciation,1.0,,,"Now , the icon is blue and rectangular and in the lower right corner of the desktop . || Does that mean that the text file itself in the computer is blue , rectangular , and in the lower right - hand corner of the computer ? || Well , I would n't step in front of that train for the same reason that I would n't carelessly drag that icon to the trash can : not because I take the icon literally -- the file is not literally blue or rectangular -- but I do take it seriously . || That 's why the iceberg in this photo looks so blue .","In this next example , you see glowing blue bars with pretty sharp edges moving across a field of dots . || All I 'm doing from frame to frame is changing the colors of dots from blue to black or black to blue . || But when I do this quickly , your visual system creates the glowing blue bars with the sharp edges and the motion . || Consider that blue icon for a TED Talk that you 're writing . || It 's like saying , I know that that blue icon on the desktop is not the reality of the computer , but if I pull out my trusty magnifying glass and look really closely , I see little pixels , and that 's the reality of the computer ."
en,Sci,interesting,28,1,4,6,17,0.0909,0.3636,0.5455,Appreciation,0.5455,"And then that 's a heat exchanger to what makes this design really , really interesting , and that 's a heat exchanger to a gas .","So that 's not the most fun part of this research , although it 's interesting . || So it 's really interesting , and it makes sense in a way , that they 're still young , so why would they be getting diseases of aging until their old ? || So it 's really interesting . || It gets even more interesting , because small size does not stop them from being powerful through sheer number .","Cognitive dissonance is interesting . || Why this is interesting is because in the past decade , we have found that this is not just some anomaly of this ridiculous , glow - in - the - dark bacterium that lives in the ocean -- all bacteria have systems like this . || But what 's really interesting : unlike our ceramics that are in kilns , it happens in seawater . || So this is altogether really , really interesting . || And when I saw this figure , the hairs raised up on the back of my neck , because one way to think about it is , "" Oh , that 's interesting , captive monkeys are sort of on their way to becoming like Americans . ""","It 's an interesting question and one that I 've been thinking about quite a bit . || And I saw some really interesting things . || This brings up the whole thing of you 've got to show kids interesting stuff . || Now , Van Gogh does n't know anything about physics , but I think it 's very interesting that there was some work done to show that this eddy pattern in this painting followed a statistical model of turbulence , which brings up the whole interesting idea of maybe some of this mathematical patterns is in our own head . || We 've got to show these kids interesting stuff . And they 've taken out the auto - shop class and the drafting class and the art class ."
en,Sci,next,26,0,1,0,25,0.0,1.0,0.0,Judgement,1.0,,"There 's Francis up on the upper right , and Alex Rich -- the M.D. - turned - crystallographer -- is next to me .",,""" My daughter is getting married next September , it 's an outdoor wedding . || In this next example , you see glowing blue bars with pretty sharp edges moving across a field of dots . || Now right next door in Monterey and up at the Farallones are a white shark team led by Scott Anderson -- there -- and Sal Jorgensen . || And one of the things that is really going to concern me is getting these kids to be the ones that are going to invent the next energy things that Bill Gates talked about this morning . || And so we think that this is the next generation of antibiotics , and it 's going to get us around , at least initially , this big problem of resistance ."
en,Sci,great,26,0,0,3,23,0.0,0.0,1.0,Appreciation,1.0,,,"The reasons these challenges are great is that technically it 's difficult to go to sea . || Individual action is great , but antibiotic resistance and climate change -- they require more . || You know , in the Cold War , we built up this huge arsenal of nuclear weapons , and that was great , and we do n't need them anymore , and what are we doing with all the waste , essentially ?","I love a great mystery , and I 'm fascinated by the greatest unsolved mystery in science , perhaps because it 's personal . || Once we let go of our massively intuitive but massively false assumption about the nature of reality , it opens up new ways to think about life 's greatest mystery . || We did this with the Great Turtle Race -- tagged turtles , brought in four million hits . || And in the movie , they 've got a great scene in there , where the word "" shoe "" is said , and a whole bunch of ' 50s and '60s shoes pop into my imagination . || And my great big Internet trunk line is twice as big as the control 's ."
en,Sci,global,25,0,1,0,24,0.0,1.0,0.0,Judgement,1.0,,This haze is ubiquitous . It 's completely global and enveloping Titan .,,""" Dr. Shepherd , do you believe in climate change ? "" "" Do you believe in global warming ? "" || But of course , we hear the question , "" Do you believe in global warming ? "" || "" Hey , Dr. Shepherd , I have 20 inches of global warming in my yard , what are you guys talking about , climate change ? "" || And so now , of course , we have this global problem in infectious diseases . || Excess carbon dioxide is not only driving global warming , it 's also changing ocean chemistry , making the sea more acidic ."
en,Sci,own,24,0,1,0,23,0.0,1.0,0.0,Judgement,1.0,,"What we 're also trying to do is to beef up the conversation of the bacteria that live as mutualists with you , in the hopes of making you more healthy , making those conversations better , so bacteria can do things that we want them to do better than they would be on their own .",,"You take inventory of your own biases . || Take an inventory of your own biases . || Your upbringing , your political perspective , your faith -- what shapes your own biases ? || So as we think about expanding our own radius in understanding science , it 's critical for Athens , Georgia , for Atlanta , Georgia , for the state of Georgia , and for the world . || Because we 're blind to our own blindnesses ."
en,Sci,whole,24,0,1,0,23,0.0,1.0,0.0,Judgement,1.0,,"And as of just this week , last Monday , Google Earth is now whole .",,"We do n't construct the whole world at once . We construct what we need in the moment . || This feed yard was going to tear down their whole veterinary facility ; all they needed to do was move the flag . || And in the movie , they 've got a great scene in there , where the word "" shoe "" is said , and a whole bunch of ' 50s and '60s shoes pop into my imagination . || Now , visual thinking gave me a whole lot of insight into the animal mind . || Or is the whole design of the system wrong ?"
en,Sci,important,23,0,0,12,11,0.0,0.0,1.0,Appreciation,1.0,,,"And then , as these animals swim and give us the information that 's important to climate issues , we also think it 's critical to get this information to the public , to engage the public with this kind of data . || Well , if you 're building a bridge , details are pretty important because it 'll fall down if you ignore the details . || These are incredibly important ; they keep us alive . || But the one that 's probably the most important to you is virulence . || If you think the ocean is n't important , imagine Earth without it .","And then , it 's important to speak out . || So this raises an important technical question : || What 's important for today 's talk is we know there are hundreds of behaviors that bacteria carry out in these collective fashions . || And what the important thing is that we learned is that every bacterium has exactly the same enzyme and makes exactly the same molecule . || Of course , I 've also told you that one of the important things they do is to initiate pathogenicity using quorum sensing ."
en,Tech,new,107,0,0,4,103,0.0,0.0,1.0,Appreciation,1.0,,,"Now , that 's a pretty bold statement , but if you take nothing else away from this talk , I actually want you to remember that while blockchain technology is relatively new , it 's also a continuation of a very human story , and the story is this . || We have to make a synthetic gene because since the protein is completely new , there 's no gene in any organism on earth which currently exists that encodes it . || Genome engineering is actually not new , it 's been in development since the 1970s . || This kind of thinking is n't new .","A new way to remove CO2 from the atmosphere || One thing I 'll absolutely say is positive about the carbon markets is that they allow for new capture plants to be built , and with every capture plant built , we learn more . || And so if we had an alternative approach and used wind or solar to do this , the land area would be about 15 times larger , looking at the state of New Jersey now . || And if you 're paying any attention at all to cyberthreats , or , for instance , if you 've read about the Stuxnet virus or , for God 's sake , if you 've ever had an email account or a Yahoo account or a phone hacked , you can imagine the whole new world of hurt that could be triggered by modernization in a period of cyberwarfare . || Now , 2045 happens to be the 100th anniversary of the birth of nuclear weapons in the New Mexico desert ."
en,Tech,more,73,0,0,4,69,0.0,0.0,1.0,Appreciation,1.0,,,"I told you that nature uses an alphabet of 20 amino acids , and a typical protein is a chain of about 100 amino acids , so the total number of possibilities is 20 times 20 times 20 , 100 times , which is a number on the order of 10 to the 130th power , which is enormously more than the total number of proteins which have existed since life on earth began . || And what 's more , is that this lab showed that you actually could improve next - day memory performance with this sound . || And we found over 100,000 species of bacteria and fungi that live in our dust bunnies , thousands more that live on our clothes or in our showers . || The diversity of life in our homes is more than a list of 100,000 new species .","The good news is , we have more . || But there 's an optimization , because the deeper you make that contactor , the more energy you 're spending on bubbling all that air through . || So I want to talk a little bit more about that energy . || If you choose coal , you end up emitting more CO2 than you capture . || And there 's more still ."
en,Tech,good,64,3,2,6,53,0.2727,0.1818,0.5455,Appreciation,0.5455,"How might we make good on a promise of greater security for Jasmine 's generation in a world beyond nuclear weapons ? || And as humans , we are far better at seeing the problems way in advance , but ultimately we knock them down . || But that experience , I think , gave me a new appreciation for men and what they might walk through , and I 've gotten along with men a lot better since then .",Well he did a little bit better than free . || It 's good for adults and for kids .,"This is a lot better , but for example , if there 's any significant movement , I would n't want a system like this driving my car . || First , we believe that before people turn over control to an autonomous car , that autonomous car should be at least as good as the very best human drivers . || And when they touched the snake , everything was fine . They were cured . In fact , everything was better than fine . || That 's a pretty good -- but there 's some of you out there that wo n't admit that you 're makers . || And it showed that , in fact , today , the human pattern recognition machinery is better at folding proteins than the best computers .","The good news is , we have more . || But the good news is , the global community has the chance to do something just as audacious today . || It would take a renaissance of sorts , the kinds of innovation that , for better or worse , underpinned both the Manhattan Project , which gave rise to nuclear weapons , and the Megatons to Megawatts program . || As you can see , many of them are young women , and they 're doing fiercely interesting stuff , like Mareena Robinson Snowden here , who is developing new ways , better ways , to detect nuclear warheads , which will help us overcome a critical hurdle to international disarmament . || Surely , a century of economic development and the development of military strategy will have given us better ways to manage global conflict ."
en,Tech,fast,44,1,0,7,36,0.125,0.0,0.875,Appreciation,0.875,"Communicate faster , but also work faster , bank faster , travel faster , find a date faster , cook faster , clean faster and do all of it all at the same time ?",,"Every single high - speed video system in the biology department at Berkeley was n't fast enough to catch this movement . || And this is really darn fast . || And to get a feel for why speed is so important in this domain , here 's an example of an object detector that takes two seconds to process an image . So this is 10 times faster than the 20 - seconds - per - image detector , and you can see that by the time it makes predictions , the entire state of the world has changed , and this would n't be very useful for an application . || Light goes in on one end of the ocean and comes out on the other , and it usually comes from a building called a landing station that 's often tucked away inconspicuously in a little seaside neighborhood , and there are amplifiers that sit on the ocean floor that look kind of like bluefin tuna , and every 50 miles they amplify the signal , and since the rate of transmission is incredibly fast , the basic unit is a 10 - gigabit - per - second wavelength of light , maybe a thousand times your own connection , or capable of carrying 10,000 video streams , but not only that , but you 'll put not just one wavelength of light through one of the fibers , but you 'll put maybe 50 or 60 or 70 different wavelengths or colors of light through a single fiber , and then you 'll have maybe eight fibers in a cable , four going in each direction . || The rate at which the technology is getting faster is itself getting faster .","They focus on the heat required and the speed in which it moves through the material so that they 're able to release and produce that CO2 at a really fast rate , which allows them to have a more compact design and overall cheaper costs . || And mantis shrimp are called "" mantis shrimp "" after the praying mantises , which also have a fast feeding appendage . || And I started to think , well , maybe it will be interesting , while listening to their sounds , to figure out how these animals generate very fast feeding strikes . || In fact , it 's so fast we were able to add a new point on the extreme animal movement spectrum . || And mantis shrimp are officially the fastest measured feeding strike of any animal system ."
en,Tech,same,40,0,0,2,38,0.0,0.0,1.0,Appreciation,1.0,,,"And what surprised me as well was that as much as this is based on the most sophisticated technology , as much as this is an incredibly new thing , the physical process itself has been around for a long time , and the culture is the same . || And more importantly , the places are the same .","No matter which approach you choose , they basically look the same . || The land area required for a synthetic forest or a manufactured direct air capture plant to capture the same is 500 times smaller . || And if we slow it down a bit , this is the mantis shrimp -- the same species -- recorded at 1,000 frames a second , played back at 15 frames per second . || And all of these are the same principles that apply to the saddle - shaped spring in stomatopods . || Here 's that same orientation that we saw earlier . There 's that raptorial appendage -- there 's the heel , and it 's going to swing around and hit the load cell ."
en,Tech,first,34,0,0,1,33,0.0,0.0,1.0,Appreciation,1.0,,,"Now , the people who really believe this vision are the first to say they do n't yet know precisely how we 're going to get there .","Negative emissions require that the CO2 separated be permanently removed from the atmosphere forever , which means putting it back underground , where it came from in the first place . || And so the first question that came to mind was , well , how fast does this limb move ? || And we were in for our first surprise . || So our first surprise . || And interestingly , this turns out -- the stomatopod saddle turns out to be the first described biological hyperbolic paraboloid spring ."
en,Tech,different,29,0,0,1,28,0.0,0.0,1.0,Appreciation,1.0,,,But our brain waves in deep sleep have these long - burst brain waves that are very different from our waking life brain waves .,"I 'm going to talk to you a little bit about a few of these different companies . || Switzerland - based Climeworks and US - based Global Thermostat use a different approach . || Global Thermostat takes a different approach . || And cavitation is an extremely potent fluid dynamic phenomenon which occurs when you have areas of water moving at extremely different speeds . || And again , we can see it in slightly different form there , with the bubble forming and collapsing between those two surfaces ."
en,Tech,few,27,0,0,1,26,0.0,0.0,1.0,Appreciation,1.0,,,So those are just a few of the clips I collected over the last six months -- could have easily been the last six days or the last six years .,"I 'm going to talk to you a little bit about a few of these different companies . || There are a few of us that would absolutely be willing to pay more , but what will be required is for carbon - neutral , carbon - negative paths to be affordable for the majority of society in order to impact climate . || He gave us a challenge that would have been incredible just a few years earlier . || And yet , and yet , with all of our talk in this culture about moon shots , too few members of Generation Possible and those of us who mentor them are taking on nuclear weapons . || So , actually , I started working on what 's called the mantis shrimp a few years ago because they make sound ."
en,Tech,important,26,0,2,9,15,0.0,0.1818,0.8182,Appreciation,0.8182,,"And it 's really important , because there have been dozens of accidents involving nuclear weapons , and I bet most of us have never heard anything about them . || And it 's very important for research in medicine .","And that 's really important , because high - purity CO2 is easier to liquify , easier to transport , whether it 's in a pipeline or a truck , or even easier to use directly , say , as a fuel or a chemical . || Now this is crucially important . || We live longer , so new diseases are important . || This is important because RSV is currently one of the leading causes of infant mortality worldwide . || The ability to design new vaccines on the computer is important both to protect against natural flu epidemics and , in addition , intentional acts of bioterrorism .","So it 's really important that you know that right now we have over 15,000 nuclear weapons in the hands of nine nations . || Nuclear weapons help win games . And that is really a shame , because right now , we need Generation Possible to help us make some really important decisions about nuclear weapons . || But it 's also an important date for another reason . || In biological systems it 's important not to have a whole lot of extra material requirements for building it . || Proteins , some of which you see inside a cell here , carry out essentially all the important functions in our bodies ."
en,Tech,great,24,0,0,5,19,0.0,0.0,1.0,Appreciation,1.0,,,"And do n't get me wrong -- these carbon markets are great . || This is great . || And this is great . || So the quantitative results were great . || And he laughed and he goes , "" That 's great . I hope you also discovered a cure for it . ""","It 's predicted to be the advent of the singularity , a new moment in human development , where the lines between artificial intelligence and human intelligence blur , where computing and consciousness become almost indistinguishable and advanced technologies help us solve the 21st century 's greatest problems : hunger , energy , poverty , ushering in an era of abundance . || I think we can agree , however , that having 15,000 of them represents a greater global threat to Jasmine 's generation than a promise . || How might we make good on a promise of greater security for Jasmine 's generation in a world beyond nuclear weapons ? || Do they have great reviews and ratings , or do they have no profile at all ? || Now we can do it at a level greater than 99 percent accuracy ."
en,Tech,physical,21,0,1,2,18,0.0,0.3333,0.6667,Appreciation,0.6667,,"Most importantly , they 're physical , so like the blocks , you can move them just by reaching out and grasping .","It 's about the router of one network , a Facebook or a Google or a B.T. or a Comcast or a Time Warner , whatever it is , connecting with usually a yellow fiber optic cable up into the ceiling and down into the router of another network , and that 's unequivocally physical , and it 's surprisingly intimate . || And as these tools become more physical , more aware of their motion , aware of each other , and aware of the nuance of how we move them , we can start to explore some new and fun interaction styles .","Having this kind of portable identity around the physical world and the digital world means we can do all kinds of human trade in a totally new way . || Blockchains give us the technological capability of creating a record of human exchange , of exchange of currency , of all kinds of digital and physical assets , even of our own personal attributes , in a totally new way . || We 're not adding stem cells or electrical stimulation or exoskeletons or physical therapy or pharmaceuticals . || And if you want to build a system on top of computer vision , say a self - driving vehicle or a robotic system , this is the kind of information that you want . You want something so that you can interact with the physical world . || Discover the physical side of the internet"
en,Tech,next,20,0,0,1,19,0.0,0.0,1.0,Appreciation,1.0,,,The difference between seeing an image and imagining seeing that same image is next to nothing .,"This next image that I 'm showing you is a map of the Amazon rainforest . || So the next and final question was , well , how much force does a mantis shrimp produce if they 're able to break open snails ? || And I 'm as fiery as the next person , but I really think -- you know , different speakers have talked about their concern for the world , and my concern is that we have to have these conversations . || We then took the next step and implanted it , and we were able to demonstrate that the scaffolds stimulated the formation of blood vessels , allowing the heart to keep them alive . || And what 's more , is that this lab showed that you actually could improve next - day memory performance with this sound ."
en,Tech,long,20,0,0,1,19,0.0,0.0,1.0,Appreciation,1.0,,,"That 's a bit long , but it is sort of interesting .","If you look at the emissions associated with long - haul trucking and commercial aircraft , they add up to about five percent . || Now , if you 're paying attention to the money , a trillion dollars could go a long way to feeding and educating and employing people , all of which could reduce the threat of nuclear war to begin with . || And so this had me stymied for quite a long period of time . || And what this basically consists of is a large muscle that takes a good long time to contract , and a latch that prevents anything from moving . || It takes a long time for the muscle to contract , and a very short time for the limb to fly out ."
en,Tech,interesting,17,0,3,2,12,0.0,0.6,0.4,Judgement,0.6,,"And I started to think , well , maybe it will be interesting , while listening to their sounds , to figure out how these animals generate very fast feeding strikes . || That 's a bit long , but it is sort of interesting . || And 60 Hudson in particular is interesting because it 's home to about a half a dozen very important networks , which are the networks which serve the undersea cables that travel underneath the ocean that connect Europe and America and connect all of us .","And this is quite interesting , to find evolutionary origins of visual signals on what 's really , in all species , their spring . || But my response to this robot was also interesting because I knew exactly how this machine worked , and yet I still felt compelled to be kind to it .","As you can see , many of them are young women , and they 're doing fiercely interesting stuff , like Mareena Robinson Snowden here , who is developing new ways , better ways , to detect nuclear warheads , which will help us overcome a critical hurdle to international disarmament . || So , very interesting parallels between the biological and the engineering worlds . || So sort of an interesting strange fact to find a visual structure right in the middle of their spring . || But what 's really interesting is to look at areas of the track where his mental workload does n't increase . || And it was really enjoyable , really interesting ."
en,Tech,creative,16,0,2,0,14,0.0,1.0,0.0,Judgement,1.0,,"Well , meeting Bandura was really cathartic for me , because I realized that this famous scientist had documented and scientifically validated something that we 've seen happen for the last 30 years : that we could take people who had the fear that they were n't creative , and we could take them through a series of steps , kind of like a series of small successes , and they turn fear into familiarity . And they surprise themselves . || It would be really great if you did n't let people divide the world into the creatives and the non-creatives , like it 's some God -given thing , and to have people realize that they 're naturally creative , and that those natural people should let their ideas fly ; that they should achieve what Bandura calls self - efficacy , that you can do what you set out to do , and that you can reach a place of creative confidence and touch the snake .",,"They 're working backward from the outcomes they want , using the creative problem - solving methods of collaborative design . || So it 's time we make a promise of a world in which we 've broken the stranglehold that nuclear weapons have on our imaginations ; in which we invest in the creative solutions that come from working backward from the future we desperately want , rather than plodding forward from a present that brings all of the mental models and biases of the past with it . || How to build your creative confidence || I wanted to talk to you today about creative confidence . || And then some kind of opt out of thinking of themselves as creative at that point ."
en,Tech,possible,15,1,0,2,12,0.3333,0.0,0.6667,Appreciation,0.6667,They 're redefining what we all consider possible .,,"And it was through our research to understand the activity of this protein , Cas9 , that we realized that we could harness its function as a genetic engineering technology -- a way for scientists to delete or insert specific bits of DNA into cells with incredible precision -- that would offer opportunities to do things that really have n't been possible in the past . || If that 's possible to imagine .","Even though it 's difficult , it 's actually possible to do this . || I think of them as Generation Possible . || Nuclear weapons help win games . And that is really a shame , because right now , we need Generation Possible to help us make some really important decisions about nuclear weapons . || And yet , and yet , with all of our talk in this culture about moon shots , too few members of Generation Possible and those of us who mentor them are taking on nuclear weapons . || And I know Generation Possible believes it ."
