language,discipline,adjective,total_count,affect_count,judgement_count,appreciation_count,ambiguous_count,p_affect,p_judgement,p_appreciation,example_affect,example_judgement,example_appreciation,example_ambiguous
en,Med,healthy,27,2,3,3,19,0.25,0.375,0.375,"We started with the prescription pad -- a very ordinary piece of paper -- and we asked , not what do patients need to get healthy -- antibiotics , an inhaler , medication -- but what do patients need to be healthy , to not get sick in the first place ? || What if we had a waiting room where you do n't just sit when you 're sick , but where you go to get healthy .","But today we have a thousand college student advocates who are working to connect nearly 9,000 patients and their families with the resources that they need to be healthy . || That if we are honest with ourselves and listen quietly , that we all harbor one fiercely held aspiration for our healthcare : that it keep us healthy . || And that 's what Health Leads has tried to do , to reclaim that real estate and that time and to use it as a gateway to connect patients to the resources they need to be healthy .","What if our health care system kept us healthy ? || This aspiration that our healthcare keep us healthy is an enormously powerful one . || We started with the prescription pad -- a very ordinary piece of paper -- and we asked , not what do patients need to get healthy -- antibiotics , an inhaler , medication -- but what do patients need to be healthy , to not get sick in the first place ?","Over the next few weeks , I beat myself up and I experienced for the first time the unhealthy shame that exists in our culture of medicine -- where I felt alone , isolated , not feeling the healthy kind of shame that you feel , because you ca n't talk about it with your colleagues . || You know that healthy kind , when you betray a secret that a best friend made you promise never to reveal and then you get busted and then your best friend confronts you and you have terrible discussions , but at the end of it all that sick feeling guides you and you say , I 'll never make that mistake again . || So if we have the political and financial foresight to sustain our investments , we will master these and new tools of vaccinology , and with these tools we can produce enough vaccine for everyone at low cost and ensure healthy productive lives . || We can do this because tumor blood vessels are unlike normal , healthy vessels we see in other places of the body -- they 're abnormal , they 're very poorly constructed , and because of that , they 're highly vulnerable to treatments that target them . || This could help healthy people , as well as people who 've already beaten cancer once or twice , and want to find a way to keep it from coming back ."
en,Med,next,25,0,0,1,24,0.0,0.0,1.0,,,That 's next to impossible .,"And so in the next two to five years , this sensor could potentially lift the pancreatic cancer survival rates from a dismal 5.5 percent to close to 100 percent , and it would do similar for ovarian and lung cancer . || And over the course of the next hour and a half or two , she started to feel better . || And over the next two or three days , it was clear that she was never going to wake up . || And over the course of the next eight or nine days , they resigned themselves to what was happening . || Over the next few weeks , I beat myself up and I experienced for the first time the unhealthy shame that exists in our culture of medicine -- where I felt alone , isolated , not feeling the healthy kind of shame that you feel , because you ca n't talk about it with your colleagues ."
en,Med,real,25,1,3,0,21,0.25,0.75,0.0,And take something that is obviously a fake trick and make it seem real .,"Now we may think that 's good or bad , but in either case it 's real . || People in the back or people on video years from now watching this will go , "" Well yeah , that looks kind of neat in some sort of effect there , but if it were real he would be -- see there 's a hole there and a hole there , if it were real he would be bleeding .",,"So the real question then is : || There are 12 different drugs , 11 different cancer types . But the real question is : || Now , I 've shown you a bunch of lab data , and so the real question is : || But that 's not the case with real networks . || So , for example , here is a real network of college students at an elite northeastern university ."
en,Med,big,25,0,0,2,23,0.0,0.0,1.0,,,"How big are the clusters ? || America 's epidemic is far bigger than that , but when a medication is responsible for tens of thousands of deaths a year , reckless management of that medication is indefensible .","We make the dot size proportional to people 's body size ; so bigger dots are bigger people . || The confused faces and shaky hands of people who have dementia , the big numbers of people who get it , they frighten us . || But we have n't witnessed a big asteroid impact , so this is a type of neo - catastrophism , and it took about 20 years for the scientific establishment to finally come to grips : yes , we were hit ; and yes , the effects of that hit caused a major mass extinction . || Well , there are five major mass extinctions over the last 500 million years , called the Big Five . || They range from 450 million years ago to the last , the K - T , number four , but the biggest of all was the P , or the Permian extinction , sometimes called the mother of all mass extinctions ."
en,Med,last,24,0,0,0,24,0.0,0.0,0.0,,,,"Legendary -- as in Ted Williams legendary -- the last Major League Baseball player to hit over 400 during a regular season . || Some of my doozies have been in the last five years . || When was the last time you heard somebody talk about failure after failure after failure ? || But when was the last time you worried about smallpox , a disease that killed half a billion people last century and no longer is with us ? || And the last possibility is what is known as confounding , because it confounds our ability to figure out what 's going on ."
en,Phi,good,150,5,13,29,103,0.1064,0.2766,0.617,"We 'll all be better off if good music is played rather than terrible music . || And behavior like this from janitors , from technicians , from nurses and , if we 're lucky now and then , from doctors , does n't just make people feel a little better , it actually improves the quality of patient care and enables hospitals to run well . || And I 'm not just an academic , I 'm a philosopher , so I like to think that I 'm actually pretty good at arguing . || Should we be collecting it , gathering it , so we can make his online experience better ? || Should we be collecting all of that guy 's data to make his experiences better and to protect ourselves in case he 's up to no good ?","But a cold climate is n't necessarily fatal , because the Inuit -- the Eskimos inhabiting Greenland at the same time -- did better , rather than worse , with cold climates . || Is it any good ? || And then more recently , they really began to do reverse engineering on this beast and figure out just what the parts were , how they worked and how they might be optimized -- how they might be made better . || And there was a passage in it which he did not present here and I think it is so good , I 'm going to read it to you : || But I wish it were better .","Especially because the decision makers in the United States are frequently able to insulate themselves from consequences by living in gated compounds , by drinking bottled water and so on . And within the last couple of years , it 's been obvious that the elite in the business world correctly perceive that they can advance their short - term interest by doing things that are good for them but bad for society as a whole , such as draining a few billion dollars out of Enron and other businesses . || They are quite correct that these things are good for them in the short term , although bad for society in the long term . || And the other generalization that I want to mention is that it 's particularly hard for a society to make quote - unquote good decisions when there is a conflict involving strongly held values that are good in many circumstances but are poor in other circumstances . || Those things are good . || If you have one reason for doing something and I give you a second reason for doing the same thing , it seems only logical that two reasons are better than one and you 're more likely to do it .","One thing the world needs , one thing this country desperately needs is a better way of conducting our political debates . || Who should get the best ones ? || Who should get the best flute ? || The best flute players . || How many say the best flute players ?"
en,Phi,other,102,0,0,0,102,0.0,0.0,0.0,,,,"So evidently , societies in some areas are more fragile than in other areas . || How can we understand what makes some societies more fragile than other societies ? || Especially because the decision makers in the United States are frequently able to insulate themselves from consequences by living in gated compounds , by drinking bottled water and so on . And within the last couple of years , it 's been obvious that the elite in the business world correctly perceive that they can advance their short - term interest by doing things that are good for them but bad for society as a whole , such as draining a few billion dollars out of Enron and other businesses . || And the other generalization that I want to mention is that it 's particularly hard for a society to make quote - unquote good decisions when there is a conflict involving strongly held values that are good in many circumstances but are poor in other circumstances . || In other words , since the theme of this session is choices , we have a choice ."
en,Phi,right,81,2,7,10,62,0.1053,0.3684,0.5263,"And we 've got to get them all right , because if we solve 11 , we fail to solve the 12th -- we 're in trouble . || This is something that we could be right or wrong about .","Barack Obama said , before he was inaugurated , "" We must ask not just ' Is it profitable ? ' but ' Is it right ? ' "" And when professions are demoralized , everyone in them becomes dependent on -- addicted to -- incentives and they stop asking "" Is it right ? "" || And I think he was right . || Most Western intellectuals look at this situation and say , "" Well , there 's nothing for the Dalai Lama to be really right about -- really right about -- or for Ted Bundy to be really wrong about that admits of a real argument that potentially falls within the purview of science . || He 's absolutely right . || It 's not right .","That 's all right . || But the demagogues are right about one thing : We need a universal conception of human values . || We want strong arguments , arguments that have a lot of punch , arguments that are right on target . || But how do we figure out what 's right and wrong ? || And maybe , if we want to be on surer footing , what we really want is a moral framework that will help guide us there , that will tell us what kinds of things are right and wrong in the first place , and how would we know in a given situation what to do .","All right . || All right , let 's take a poll , show of hands . || All right , we have a good division of opinion here . || All right , those of you , I imagine most of you who would not give him the golf cart worry about an unfair advantage . || Yes , all right ."
en,Phi,human,79,0,0,0,79,0.0,0.0,0.0,,,,"Well , in my five - point framework , the first item on the framework is to look for human impacts on the environment : people inadvertently destroying the resource base on which they depend . || Going through the same checklist : human environmental impacts ? || And I would expect that , if our human civilization carries on , then maybe in the next century people will be asking , why on earth did these people today in the year 2003 not see the obvious things that they were doing and take corrective action ? || But the one thing I want you to notice about them is this : even though this is a very long list , there is n't a single thing on it that involves other human beings . || But the ones who are think that these sorts of human interactions involving kindness , care and empathy are an essential part of the job ."
en,Phi,many,65,0,0,0,65,0.0,0.0,0.0,,,,"How many say the best flute players ? || How many here would say that Casey Martin does have a right to use a golf cart ? || And how many say , no , he does n't ? || How many would rule in favor of Casey Martin ? || And how many would not ?"
en,Phi,hard,58,0,2,8,48,0.0,0.2,0.8,,"Even when we try to get rid of a technology , it 's actually very hard . || Hard choices are hard not because of us or our ignorance ; they 're hard because there is no best option .","And the other generalization that I want to mention is that it 's particularly hard for a society to make quote - unquote good decisions when there is a conflict involving strongly held values that are good in many circumstances but are poor in other circumstances . || Ethics is hard . || People always say consciousness is very hard to define . || Realizing that small choices can also be hard , may make big hard choices seem less intractable . || We also should n't think that hard choices are hard because we are stupid .","But here 's a harder question . || So if golfing is the kind of game that can be played while riding around in a golf cart , it would be hard to confer on the golfing greats the status that we confer , the honor and recognition that goes to truly great athletes . || That illustrates that with golf , as with flutes , it 's hard to decide the question of what justice requires , without grappling with the question , "" What is the essential nature of the activity in question , and what qualities , what excellences connected with that activity , are worthy of honor and recognition ? "" || Very hard to argue about justice without first arguing about the purpose of social institutions and about what qualities are worthy of honor and recognition . || All they had was Mike 's Hard Lemonade , which was five percent alcohol ."
en,Phi,moral,57,0,0,0,57,0.0,0.0,0.0,,,,"Lying just beneath the surface of those arguments , with passions raging on all sides , are big questions of moral philosophy , big questions of justice . || But we too rarely articulate and defend and argue about those big moral questions in our politics . || There is a tendency to think that if we engage too directly with moral questions in politics , that 's a recipe for disagreement , and for that matter , a recipe for intolerance and coercion . || So better to shy away from , to ignore , the moral and the religious convictions that people bring to civic life . || It seems to me that our discussion reflects the opposite , that a better way to mutual respect is to engage directly with the moral convictions citizens bring to public life , rather than to require that people leave their deepest moral convictions outside politics before they enter ."
en,Phi,first,48,1,1,0,46,0.5,0.5,0.0,"But the thing that struck me is , one guy said in exasperation , a very famous neurobiologist , he said , "" Look , in my discipline it 's okay to be interested in consciousness , but get tenure first . Get tenure first . """,The British Association would later be the first of the major national science organizations in the world to admit women as full members . [ External funding for science ],,"Or by the first person to rush into the hall to get them . || How many here favor the first policy : the state should recognize traditional marriage only ? || Well , in my five - point framework , the first item on the framework is to look for human impacts on the environment : people inadvertently destroying the resource base on which they depend . || And Montana , at first sight , seems like the most pristine environment in the United States . || What it means to put it mathematically is that , if you 're concerned about a society today , you should be looking not at the value of the mathematical function -- the wealth itself -- but you should be looking at the first derivative and the second derivatives of the function ."
en,Phi,same,44,0,0,3,41,0.0,0.0,1.0,,,"So the major trends in technology evolution actually are the same as in biological evolution . || When incentives do n't work , when CEOs ignore the long - term health of their companies in pursuit of short - term gains that will lead to massive bonuses , the response is always the same . || And just to make a long story short : first of all , the concept of fairness is not the same as the concept of sameness .","Look at all the arguments we have these days over health care , over bonuses and bailouts on Wall Street , over the gap between rich and poor , over affirmative action and same - sex marriage . || Let 's take a final example that 's prominent in contemporary political debate : same - sex marriage . || There are those who favor state recognition only of traditional marriage between one man and one woman , and there are those who favor state recognition of same - sex marriage . || And how many favor the second , same - sex marriage ? || The opponents of same - sex marriage say that the purpose of marriage , fundamentally , is procreation , and that 's what 's worthy of honoring and recognizing and encouraging ."
en,Phi,more,42,0,1,0,41,0.0,1.0,0.0,,It 's ubiquitous and it wants to be more .,,"In Montana today , more than half of the income of Montana is not earned within Montana , but is derived from out of state : transfer payments from social security , investments and so on -- which makes Montana vulnerable to the rest of the United States . || There 's no more food and the bacteria have collapsed . || For example , among the Greenland Norse -- a competitive rank society -- what the chiefs really wanted is more followers and more sheep and more resources to outcompete the neighboring chiefs . || Well , all of us know the dozen sorts of ticking time bombs going on in the modern world , time bombs that have fuses of a few decades to -- all of them , not more than 50 years , and any one of which can do us in ; the time bombs of water , of soil , of climate change , invasive species , the photosynthetic ceiling , population problems , toxics , etc. , etc. -- listing about 12 of them . || More and more of the inert matter of the globe is being touched and animated by life ."
en,Phi,wrong,42,2,3,7,30,0.1667,0.25,0.5833,Do n't get me wrong . || And if we have misconstrued the relationship between biological complexity and the possibilities of experience well then we could be wrong about the inner lives of insects .,"So , for instance , if it 's really wrong to lie , it must always be wrong to lie , and if you can find an exception , well then there 's no such thing as moral truth . || And who are we to say , even , that they 're wrong to beat them with lengths of steel cable , or throw battery acid in their faces if they decline the privilege of being smothered in this way ? || Most Western intellectuals look at this situation and say , "" Well , there 's nothing for the Dalai Lama to be really right about -- really right about -- or for Ted Bundy to be really wrong about that admits of a real argument that potentially falls within the purview of science .","When things go wrong , as of course they do , we reach for two tools to try to fix them . || Now , it is the position , generally speaking , of our intellectual community that while we may not like this , we might think of this as "" wrong "" in Boston or Palo Alto , who are we to say that the proud denizens of an ancient culture are wrong to force their wives and daughters to live in cloth bags ? || Something was wrong . || There are things that are intrinsically wrong -- like lying is wrong , like torturing innocent children is wrong . || Now , we know that that 's wrong .","Now , it 's generally understood that questions of morality -- questions of good and evil and right and wrong -- are questions about which science officially has no opinion . || This is something that we could be right or wrong about . || We know that it 's possible to live in a failed state , where everything that can go wrong does go wrong -- where mothers can not feed their children , where strangers can not find the basis for peaceful collaboration , where people are murdered indiscriminately . || And we know -- we know -- that there are right and wrong answers to how to move in this space . || And just admitting this -- just admitting that there are right and wrong answers to the question of how humans flourish -- will change the way we talk about morality , and will change our expectations of human cooperation in the future ."
en,Phi,great,40,0,1,5,34,0.0,0.1667,0.8333,,It was great for their genetic fitness .,"For example , the classic lowland Maya of the Yucatan began to collapse in the early 800s -- literally a few decades after the Maya were building their biggest monuments , and Maya population was greatest . || Craig Venter 's tremendous and brilliant attempt to DNA sequence things in the ocean is great . || But that is great . || The weight of one is greater , lesser or equal to the weight of the other . || One number is greater , lesser , or equal to the other .","The greatest benefit to all . || He says , "" I 'm a great golfer . I want to compete . But I need a golf cart to get from one hole to the next . "" || So if golfing is the kind of game that can be played while riding around in a golf cart , it would be hard to confer on the golfing greats the status that we confer , the honor and recognition that goes to truly great athletes . || I think all of us have been interested , at one time or another , in the romantic mysteries of all those societies that collapsed , such as the classic Maya in the Yucatan , the Easter Islanders , the Anasazi , Fertile Crescent society , Angor Wat , Great Zimbabwe and so on . And within the last decade or two , archaeologists have shown us that there were environmental problems underlying many of these past collapses . || And we know that the Inuit killed the Norse and , probably of greater importance , may have blocked access to the outer fjords , on which the Norse depended for seals at a critical time of the year ."
en,Phi,important,35,0,2,4,29,0.0,0.3333,0.6667,,And I think it 's really important . || This actually is one of DARPA 's very important -- DARPA is the Defense Research Agency -- one of their projects .,"In fact , this idea of resurrecting the whole idea is so important that I began to think about what happens with old technology . || That 's really important . || This is important . || Charles Darwin said , "" I sometimes think that general and popular treatises are almost as important for the progress of science as original work . ""","The fatigue factor is an important part of golf . || People often ask me , Jared , what 's the most important thing that we need to do about the world 's environmental problems ? || And my answer is , the most important thing we need to do is to forget about there being any single thing that is the most important thing we need to do . || It 's short , bone handle , 50 bucks . And in fact , what 's important is that this information actually never died out . || And finally , perhaps most important , a wise person is made , not born ."
en,Phi,new,35,0,0,0,35,0.0,0.0,0.0,,,,"In fact , they 're so around that you can buy new parts for a Stanley steam automobile . || And this is a website of a guy who 's selling brand new parts for the Stanley automobile . || You can go to the web and you can buy them now , brand - new made . || So what 's happening over time in life is that the ways in which you generate these new ideas , these new hacks , are increasing . || And each time we make a new opportunity place , we 're allowing a platform to make new ones ."
en,Phi,different,34,0,0,3,31,0.0,0.0,1.0,,,"In a way , just like Tolstoy 's statement about every unhappy marriage being different , every collapsed or endangered society is different -- they all have different details . || As post -Enlightenment creatures , we tend to assume that scientific thinking holds the key to everything of importance in our world , but the world of value is different from the world of science . || We just see a little tiny part of reality that 's described by the laws of quantum field theory , but there are many , many other worlds , parts of reality that are described by vastly different theories that are different from ours in ways we ca n't imagine , that are inconceivably exotic .","Aristotle had a different reason for saying the best flutes should go to the best flute players . || In a way , just like Tolstoy 's statement about every unhappy marriage being different , every collapsed or endangered society is different -- they all have different details . || It turns out that there were about nine different environmental factors -- some , rather subtle ones -- that were working against the Easter Islanders , and they involve fallout of volcanic tephra , latitude , rainfall . || Six different broad approaches : the plants , the animals , the fungi , the protests -- the little things -- the bacteria and the Archaea bacteria . || But we see that each one of these is actually hacking , and has a different way of finding out how to do life ."
en,Phi,scientific,33,0,0,0,33,0.0,0.0,0.0,,,,"I 'm not saying that science is guaranteed to map this space , or that we will have scientific answers to every conceivable moral question . || I want to talk about what is happening now in our scientific , biotechnological culture , where , for really the first time in history , we have the power to design bodies , to design animal bodies , to design human bodies . || And I think that thinking this way about the history of the planet , after we 've just been hearing about the history of the planet over millions of years , discourages people from scientific understanding . || Now , Rick Warren uses scientific terms and scientific factoids and information in a very interesting way . || There was an article last year in the Proceedings of the National Academy of Sciences , which is one of the most prestigious scientific journals published in the West ."
en,Phi,bad,32,0,2,4,26,0.0,0.3333,0.6667,,It gets worse than that -- or perhaps better than that . || Has it gotten worse ?,"Where what 's good in the short run for the elite is bad for the society as a whole , there 's a real risk of the elite doing things that would bring the society down in the long run . || See -- most Americans believe that poverty has gotten worse since we were children , since they saw that vision . || If you ask Americans , "" Has poverty gotten worse or better around the world ? "" , 70 percent will say that hunger has gotten worse since the early 1970s .","The worst flute players . || He was a very good golfer , but he had a disability . He had a bad leg , a circulatory problem , that made it very painful for him to walk the course . || But a cold climate is n't necessarily fatal , because the Inuit -- the Eskimos inhabiting Greenland at the same time -- did better , rather than worse , with cold climates . || In the case of Norse Greenland , the hostiles were the Inuit -- the Eskimos sharing Greenland -- with whom the Norse got off to bad relationships . || Yes -- the climate in Montana is getting warmer and drier , but Montana agriculture depends especially on irrigation from the snow pack , and as the snow is melting -- for example , as the glaciers in Glacier National Park are disappearing -- that 's bad news for Montana irrigation agriculture ."
en,Phi,possible,30,0,1,2,27,0.0,0.3333,0.6667,,That 's how it 's possible for consciousness to function causally .,"I 'm going to tell you how that 's possible . || I gave you a scientific demonstration by raising my hand , but how is that possible ?","And Justice Stevens , writing for the majority , said he had read all about the history of golf , and the essential point of the game is to get very small ball from one place into a hole in as few strokes as possible , and that walking was not essential , but incidental . || He said it 's not possible to determine the essential nature of a game like golf . || Let me put the point as delicately as possible : || And there 's no notion , no version of human morality and human values that I 've ever come across that is not at some point reducible to a concern about conscious experience and its possible changes . || We know that it 's possible to live in a failed state , where everything that can go wrong does go wrong -- where mothers can not feed their children , where strangers can not find the basis for peaceful collaboration , where people are murdered indiscriminately ."
en,Phi,little,29,0,0,0,29,0.0,0.0,0.0,,,,"Golfers are a little sensitive about the athletic status of their game . || Which also , I think , gets into a little bit of our current idea . || So that 's where I want to begin my little exploration , is in life . || And if we did that with our little Martian probe , which we have not done on Earth , we would begin to see some incredible species . || Six different broad approaches : the plants , the animals , the fungi , the protests -- the little things -- the bacteria and the Archaea bacteria ."
en,Phi,big,28,1,1,2,24,0.25,0.25,0.5,"So I think living in a generic reality that 's mediocre , there are nasty bits and nice bits and we could make the nice bits bigger and the nasty bits smaller and that gives us a kind of purpose in life .",It 's bigger than a tiger .,"And then maybe , just maybe , we 'll all realize that our big differences are n't really that big after all . || We should n't think that all hard choices are big .","Lying just beneath the surface of those arguments , with passions raging on all sides , are big questions of moral philosophy , big questions of justice . || But we too rarely articulate and defend and argue about those big moral questions in our politics . || For example , the classic lowland Maya of the Yucatan began to collapse in the early 800s -- literally a few decades after the Maya were building their biggest monuments , and Maya population was greatest . || The big problems facing the world today are not at all things beyond our control . || Our biggest threat is not an asteroid about to crash into us , something we can do nothing about ."
en,Psy,good,92,3,6,14,69,0.1304,0.2609,0.6087,"And all of us can do this and with a little practice , we can get really good at it , like driving . || There are many tactics that you may hear , but for me , I find it best in the moment to actively put my focus on someone else . || I want to make you better at stress .","So they 're very , very good at pecking for grain , and they 're not much good at doing anything else . || Other creatures , like the crows , are n't very good at doing anything in particular , but they 're extremely good at learning about laws of different environments . || But they 're very good at taking in lots of information from lots of different sources at once . || But even at menstruation , they 're better than the average man . || And research shows that when students learn to make this kind of energized determination instead of anxiety , they perform better on tests .","It is not the man who sits and points out how the doer of deeds could have done things better and how he falls and stumbles . || Other creatures , like the crows , are n't very good at doing anything in particular , but they 're extremely good at learning about laws of different environments . || Which would actually be better ? "" || But real computers are actually getting to be a lot better . || And using this very simple machine , my lab and others have done dozens of studies showing just how good babies are at learning about the world .","And that allows us to take good chances , not just the bad ones . || And paradoxically , this makes many Americans much less open to change and taking good risks . || I 've found that the people who are wiling to recognize the problems around them and make plans are the ones who are able to tolerate more risk , good risk , and deal with the bad risk . || In the typical case , people would look outside their window and see a black man in their otherwise white neighborhood and make the snap judgment that he was up to no good , even when there was no evidence of criminal wrongdoing . || But we have all sorts of technology that we 're not putting to good use ."
en,Psy,other,86,0,0,0,86,0.0,0.0,0.0,,,,"So , a lot of other people also saw the warning , spoke out publicly and they were ignored . || But then you have the grandparents on the other side , who do n't put their final affairs in order , who do n't get rid of all the junk they 've been hoarding for decades and decades and leave their kids to deal with it . || So what makes the difference between one side and the other ? || Why do some people see things and deal with them , and the other ones just look away ? || Other people blame everyone except themselves ."
en,Psy,more,69,0,0,1,68,0.0,0.0,1.0,,,"And what 's more , they felt that they should actually do things to help other people get what they wanted .","So , after 2006 , when real estate prices peaked , more and more and more respected leaders and institutions started to sound the alarm bells about risky lending and dangerous market bubbles . || I 've found that the people who are wiling to recognize the problems around them and make plans are the ones who are able to tolerate more risk , good risk , and deal with the bad risk . || That 's what they say , and I could not disagree more . || In a large data set of death - eligible defendants , we found that looking more black more than doubled their chances of receiving a death sentence -- at least when their victims were white . || And no matter what we controlled for , we found that black people were punished in proportion to the blackness of their physical features : the more black , the more death - worthy ."
en,Psy,bad,60,1,6,13,40,0.05,0.3,0.65,"Do you need anything ? "" because I am so , so bad at signaling when I need someone 's help .","Would you do everything within your power to fix things before they got worse ? || And actually in many ways , they 're worse than useless , because we have to put so much time and energy into just keeping them alive . || So they 're bad at getting rid of all the interesting things that could tell them something and just looking at the thing that 's important . || You 've looked at this and you 've said it 's bad and it 's blameworthy . || In fact , there 's every reason to think that they 'll only get worse , and that 's what it would look like if things just stayed the same , at the same linear rate , over the next 20 years .","Elevators are the worst , he said . || Shame is "" I am bad . "" || So babies and young children are very bad at narrowing down to just one thing . || So when we say that babies and young children are bad at paying attention , what we really mean is that they 're bad at not paying attention . || When you 're feeling those things , those provocations feel that much worse .","And that allows us to take good chances , not just the bad ones . || I 've found that the people who are wiling to recognize the problems around them and make plans are the ones who are able to tolerate more risk , good risk , and deal with the bad risk . || I woke up the morning after I gave that talk with the worst vulnerability hangover of my life . || I said , "" Remember when we 'd leave a really bad message on our ex-boyfriend 's answering machine ? || She said , "" You 're like the worst vulnerability role model ever . """
en,Psy,little,45,0,0,0,45,0.0,0.0,0.0,,,,"So after things calmed down a little bit , Greenspan and many others came out with a postmortem and said , "" Nobody could have predicted that crisis . "" || I 'm going to have to have a little talk with my son about how not all black people look alike . "" || I 'm going to tell you a little bit about my TEDxHouston Talk . || It was a little different than what you usually do . || And I said , "" I 'm just thinking about it a little bit . """
en,Psy,same,45,0,0,3,42,0.0,0.0,1.0,,,"But my most important question was always the same . || My final question was always the same . || Now the only person -- it turns out one son and one daughter , siblings , did n't get along and their patterns are exactly the same .","To help us to take a fresh look , with the same passion that people had for the black swan , but this time , for the things that were highly obvious , highly probable , but still neglected . || No two of us are the same . || My colleagues and I have found that teachers express a desire to discipline a black middle school student more harshly than a white student for the same repeated infractions . || Until we ask these questions and insist that our schools and our courts and our police departments and every institution do the same , we will continue to allow bias to blind us . || If shame washes over me and washes over Chris , it 's going to feel the same ."
en,Psy,old,43,1,3,1,38,0.2,0.6,0.2,We all get old .,"Even more remarkably though , the fact that 15 month - olds did n't do this suggests that these 18 month - olds had learned this deep , profound fact about human nature in the three months from when they were 15 months old . || That is that younger people today may not typically experience these improvements as they grow older . || And we studied whether and how their emotional experiences changed as they grew older .","When my eldest son was 16 years old , he discovered that when white people look at him , they feel fear .","Some years ago , I was on an airplane with my son who was just five years old at the time . || We are living with such severe racial stratification that even a five - year - old can tell us what 's supposed to happen next , even with no evildoer , even with no explicit hatred . || This association between blackness and crime made its way into the mind of my five - year - old . || When my eldest son was 16 years old , he discovered that when white people look at him , they feel fear . || Babies , after all , ca n't talk , and if you ask a three year - old to tell you what he thinks , what you 'll get is a beautiful stream of consciousness monologue about ponies and birthdays and things like that ."
en,Psy,many,41,0,0,0,41,0.0,0.0,0.0,,,,"So after things calmed down a little bit , Greenspan and many others came out with a postmortem and said , "" Nobody could have predicted that crisis . "" || And many of the root causes for their economic problems are totally different . || And paradoxically , this makes many Americans much less open to change and taking good risks . || So many of us are so unlikely to pay attention to the things that we just want to black out , we do n't like them . || I hear so many times in the States , "" Well , of course we should deal with obvious problems , but if you do n't see what 's in front of you , you 're either dumb or ignorant . """
en,Psy,first,39,0,0,1,38,0.0,0.0,1.0,,,"When he asked about men , what do men in this country need to do to conform with male norms , the answers were : always show emotional control , work is first , pursue status and violence .","So the first one has to do with culture , society , the people around you . || The first time I left was to meet a friend for lunch . || The first is : vulnerability is not weakness . || I saw the TED Fellows my first day here . || I did not interview men for the first four years of my study ."
en,Psy,new,33,0,1,1,31,0.0,0.5,0.5,,It 's brand new .,"And I say back into the job market , because this is not new .","And so what I see in the headlines is another big gray rhino , a new highly probable financial crisis . || On one side is a New Caledonian crow . || Well it turns out that the babies , the New Caledonian crow babies , are fledglings . || Then they test that new hypothesis and so on and so forth . || Well if we want to think about a way of getting a taste of that kind of baby consciousness as adults , I think the best thing is think about cases where we 're put in a new situation that we 've never been in before -- when we fall in love with someone new , or when we 're in a new city for the first time ."
en,Psy,different,32,0,2,6,24,0.0,0.25,0.75,,"It was a little different than what you usually do . || So there is the pattern that every one of them had , but they all were a little different too .","But in China , where I spend a lot of time , the conversation is totally different . || So how come the conversations are so different ? || The reasons I get angry are different than the reasons you get angry , so there 's got to be something else going on . || It 's a little bit like when you are madly in love with somebody and you walk into a parking lot -- their car is different from every other car in the parking lot . || Their wine glass at dinner is different from every other wine glass at the dinner party .","Now , to be sure , China and the US have very , very different systems of government , which affects what they 're able to do or not . || And many of the root causes for their economic problems are totally different . || If , for example , one black student misbehaves and then a different black student misbehaves a few days later , the teacher responds to that second black student as if he had misbehaved twice . || If we look across many , many different species of animals , not just us primates , but also including other mammals , birds , even marsupials like kangaroos and wombats , it turns out that there 's a relationship between how long a childhood a species has and how big their brains are compared to their bodies and how smart and flexible they are . || Other creatures , like the crows , are n't very good at doing anything in particular , but they 're extremely good at learning about laws of different environments ."
en,Psy,own,31,0,0,0,31,0.0,0.0,0.0,,,,"Or taking the opportunities that are kind of scary , so in their own way are gray rhinos . || Every single one of us has the opportunity to change our attitudes , our own and those of people around us . || He was learning to accommodate the tension that his skin color generated and that put his own life at risk . || How do we make ourselves aware of our own unconscious bias ? || At least not on their own , and we know that , because if they were , we 'd all get angry over the same things , and we do n't ."
en,Psy,right,29,2,0,3,24,0.4,0.0,0.6,"Gets it right , reward . || Now , if that sounds preposterous to you , or , you know , kind of crazy , I 'm right there with you , because frankly , if I had n't seen the evidence for myself , decades of evidence for myself , I am fairly sure that I would n't believe it either .",,"We are all much more likely than any of us would like to admit to miss what 's right in front of our eyes . || That 's right , older people are happy . || Maybe these people are right .","We heard the most compelling call ever to have a conversation in this country , and I think globally , around race , right ? || All right , why would we see this correlation ? || All right , now that might seem like an even taller order to actually demonstrate . || Super gross , right ? || What that person is doing , it has n't changed , right ?"
en,Psy,real,29,0,0,1,28,0.0,0.0,1.0,,,"But racism , sexism , bullying , environmental destruction , those things are real , those things are terrible , and the only way to fix them is to get mad first and then channel that anger into fighting back .","So , after 2006 , when real estate prices peaked , more and more and more respected leaders and institutions started to sound the alarm bells about risky lending and dangerous market bubbles . || Like buying Beijing real estate , or like being more open about the fact that they need to change direction , and in fact , the pace of change in China is absolutely amazing . || You show me a woman who can actually sit with a man in real vulnerability and fear , I 'll show you a woman who 's done incredible work . || But real computers are actually getting to be a lot better . || Real dependence on this person ."
