en_form,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances,pct_of_form
subject,Appreciation,"(NULL), kontrolliert, unterworfen","(NULL):1, kontrolliert:1, unterworfen:1",""" The move from a structuralist account in which capital is understood to structure social relations in relatively homologous ways to a view of hegemony in which power relations are subject to repetition , convergence and rearticulation brought the question of temporality into the thinking of structure , and marked a shift from the form of Althusserian theory that takes structural totalities as theoretical objects ... """,""" Der Schritt von einer strukturalistischen Schilderung , in der Kapital als die gesellschaftlichen Beziehungen in recht gleichwertiger Weise zu gliedern aufgefasst wird , hin zu einem hegemonistischen Blickwinkel , unter dem Machtbeziehungen der Wiederholung unterworfen sind , sowie Konvergenz und ständiges Wiederkehren verliehen dem Nachdenken über Struktur eine Dimension der Zeit und markieren die Abkehr von der Gestalt althusserischer Theorie , welche strukturelle Totalitäten als theoretische Objekte behandelt ... """,3,4,0.75
subjective,Appreciation,"subjektiv, objektiv subjektiv, objektive","subjektiv:2, objektiv subjektiv:1, objektive:1","Science is objective , consciousness is subjective , therefore there can not be a science of consciousness .","Die Wissenschaft ist objektiv , das Bewusstsein ist subjektiv . Daher kann es keine Wissenschaft des Bewusstseins geben .",4,5,0.8
subjective,Judgement,subjektiv,subjektiv:1,"So the objection that you ca n't have an objective science of consciousness because it 's subjective and science is objective , that 's a pun .","Der Einspruch , dass es keine objektive Wissenschaft des Bewusstseins gäbe weil es subjektiv und Wissenschaft objektiv ist , ist ein Wortspiel .",1,5,0.2
substandard,Appreciation,minderwertig,minderwertig:1,"But think about the dangerous message it sent , that black people 's bodies are so substandard , a drug tested in them is not guaranteed to work in other patients .","Aber denken Sie an die gefährliche Botschaft , die vermittelt wird ; dass die Körper von Schwarzen so minderwertig sind , dass ein an ihnen getestetes Mittel , nicht garantiert bei anderen Patienten wirkt .",1,1,1.0
subversive,Judgement,revolutionär,revolutionär:1,They 're a bit subversive in what they do .,Sie sind ein wenig revolutionär indem was sie tun .,1,1,1.0
successful,Affect,"erfolgreich, effizient","erfolgreich:4, effizient:1","They embrace their trauma and hardships as key elements of who they 've become , and know that without those experiences , they might not have developed the muscle and grit required to become successful .","Sie nutzen das Trauma und die Schwierigkeiten als Schlüsselelemente ihrer Persönlichkeit und wissen , dass sie ohne diese Erfahrungen nie die Voraussetzungen entwickelt hätten , um erfolgreich zu werden .",5,15,0.3333
successful,Appreciation,"erfolgreich, aussichtsreiche, erfolgreicher","erfolgreich:4, aussichtsreiche:1, erfolgreicher:1","Even if the Ocean Cleanup project , beach plastic recycling programs or any well - meaning ocean plastic company was a hundred percent successful , it would still be too little , too late .","Selbst wenn das "" Ocean Cleanup "" - Projekt , Recycling - Programme für Strandplastik und sonstige gut gemeinte Projekte , die sich um Ozeanplastik kümmern , zu hundert Prozent erfolgreich wären , wäre das trotzdem nur ein Tropfen auf dem heißen Stein .",6,15,0.4
successful,Judgement,"erfolgreich, Erfolg","erfolgreich:3, Erfolg:1","But it has been amazingly successful in one regard , in that it has become , it has congealed into this endangered people 's movement that was missing in the 20th century .","Aber sie ist unglaublich erfolgreich in der Hinsicht , dass sie in die Bewegung für gefährdete Völker etwas eingebracht hat , das in dem 20. Jahrhundert gefehlt hatte .",4,15,0.2667
such,Affect,"(NULL), dazu, herbeiführen","(NULL):1, dazu:1, herbeiführen:1","And that 's what that moment with Patricia Schroeder I think shows : that if we are to bring about an end to the world 's worst atrocities , we have to make it such .","Ich denke , dieser Moment mit Patricia Schroeder zeigt , dass wenn wir den weltweit schlimmsten Verbrechen Einhalt gebieten wollen , wir das herbeiführen müssen .",3,4,0.75
such,Appreciation,so,so:1,"He would go to antique shops , and the game was as such :",Er ging immer in Antiquitätenläden und das Spiel ging dann so :,1,4,0.25
sufficient,Appreciation,",",",:1","So this circuit is sufficient to drive feeding behavior in the absence of hunger , even in the absence of food .","Dieser Schaltkreis genügt also , um das Essverhalten anzuregen , obwohl kein Hunger und nicht einmal Nahrung vorhanden ist .",1,1,1.0
suicidal,Judgement,depressiv umbringen,depressiv umbringen:1,He was so depressed that friends worried he was suicidal .,"Er war so depressiv , dass Freunde sich sorgten , dass er sich umbringen würde .",1,1,1.0
suitable,Appreciation,"geeignet, günstige","geeignet:1, günstige:1","In other words , we have possibly stumbled upon the holy grail of modern day planetary exploration , or in other words , an environment that is potentially suitable for living organisms .","Mit anderen Worten sind wir vielleicht auf den Heiligen Gral moderner planetarer Erforschung gestoßen oder anders , eine potenziell günstige Umgebung für Lebensformen .",2,2,1.0
suited,Appreciation,"dazu geeignet, geeignet","dazu geeignet:1, geeignet:1","Rather than treating the kids in his clinic like patients , Asperger called them his little professors , and enlisted their help in developing methods of education that were particularly suited to them .","Statt die Kinder in seiner Klinik wie Patienten zu behandeln , nannte Asperger sie seine "" kleinen Professoren "" , und gewann ihre Hilfe für die Entwicklung von Unterrichtsmethoden , die für sie besonders geeignet waren .",2,2,1.0
superior,Affect,übergeordnet,übergeordnet:2,"As human beings on this planet , we are not superior to other beings on this planet .","Als Menschen auf diesem Planeten , sind wir nicht übergeordnet gegenüber anderen Lebewesen auf diesem Planten .",2,4,0.5
superior,Appreciation,überlegen,überlegen:1,The quality of the tomato paste is much better ; the spice mix is far superior ; it adheres to the pasta in a much more pleasing way .,"Die Qualität des Tomatenmarks ist viel besser , die Gewürzmischung weit überlegen , es haftet viel gefälliger an der Pasta .",1,4,0.25
superior,Judgement,überlegen,überlegen:1,"And , anyway , despite the fact that they were far superior in adherence , and the quality of their tomato paste , Prego was struggling .","Und , naja , trotz der Tatsache , dass das Haftvermögen und die Qualität des Tomatenmarks überlegen waren , war Prego angeschlagen .",1,4,0.25
supportive,Judgement,unterstützt,unterstützt:1,She 's supportive when other people talk about their mistakes .,Sie unterstützt wenn andere von ihren Fehlern reden .,1,1,1.0
sure,Affect,"sicher, (NULL), ,, dass, , dass, Ahnung, ja, sicherlich, sicherstellen, sicherzustellen dass, todsicher, wissen, zusehen","sicher:22, (NULL):15, ,:5, dass:4, , dass:3, Ahnung:1, ja:1, sicherlich:1, sicherstellen:1, sicherzustellen dass:1, todsicher:1, wissen:1, zusehen:1","It does n't matter what your religion is ; even if you 're an atheist , you do n't raise your kid telling him , you know , "" Make sure you lie three times a day . ""","Deine Religion spielt keine Rolle , auch wenn du Atheist bist , bringst du deinem Kind nicht bei drei Mal an dem Tag zu lügen .",57,63,0.9048
sure,Appreciation,"(NULL), ,, dafür, sicherlich","(NULL):1, ,:1, dafür:1, sicherlich:1",Expertise has for sure had its moments .,Die Expertise hat sicherlich ihre Momente gehabt .,4,63,0.0635
sure,Judgement,sicher,sicher:2,They are sure that parents and administrators will never accept anything .,"Sie sind sich sicher , dass Eltern und die Schulverwaltung sowas nicht akzeptieren würden .",2,63,0.0317
surprised,Appreciation,überraschter,überraschter:1,Nobody was more surprised than me .,Keiner war überraschter als ich .,1,1,1.0
surprising,Appreciation,"überraschend, überraschen, überrascht","überraschend:6, überraschen:1, überrascht:1","The solution , if it exists at all , is surprising and not obvious .","Die Lösung , wenn es überhaupt eine gibt , ist überraschend und nicht offensichtlich .",8,9,0.8889
surprising,Judgement,Überraschungsmoment,Überraschungsmoment:1,"It was n't this arm - wrestle , but it was a little surprising for the person involved .","Es war nicht dieses Armdrücken , sondern es war ein Überraschungsmoment für meinen Gesprächspartner .",1,9,0.1111
susceptible,Appreciation,"anfälliger, beeinflussbar","anfälliger:2, beeinflussbar:1","This keeps the fetus alive in the short - term , but the bill comes due later on in life when those other organs , deprived early on , become more susceptible to disease .","Das hält den Fötus auf kurze Sicht an dem Leben , hat aber nachteilige Folgen in dem späteren Leben wenn die anderen , vernachlässigten Organe anfälliger für Krankheiten werden .",3,3,1.0
suspicious,Appreciation,"Verdacht hegen, verdächtig","Verdacht hegen:1, verdächtig:1",Your doctor would have to be ridiculously suspicious that you have the cancer in order to give you this test .,"Ihr Arzt müsste sehr stark den Verdacht hegen , dass Sie Krebs haben , damit er Ihnen diesen Test verschreibt .",2,2,1.0
sustainable,Appreciation,nachhaltig,nachhaltig:1,"The scale of carbon capture is so enormous that the capture process must be sustainable , and you ca n't use a material just once .","Es wird so viel CO2 eingefangen , dass der Filterprozess nachhaltig sein muss . Also kann ein Material nicht nur einmal verwendet werden .",1,2,0.5
sustainable,Judgement,selbstversorgt,selbstversorgt:1,"And when you work out the math , they say it does n't work , but the principle is there ; it 's about being sustainable and taking care of yourself .","Und wenn man es wirklich durchrechnet , sagen sie , dass es nicht funktioniert , aber das Prinzip hier ist selbstversorgt zu sein und sich um sich selbst zu kümmern .",1,2,0.5
sweet,Appreciation,süß,süß:2,Anything below eight percent sweetness is not sweet enough ; anything above 12 percent sweetness is too sweet .,"Alles unter acht Prozent Süße ist nicht süß genug , alles über zwölf Prozent Süße ist zu süß .",2,2,1.0
swift,Appreciation,umfangreich,umfangreich:1,"The outrage was so swift , so voluminous , so unanimous , that the Council of Argyll and Bute reversed themselves the same day and said , "" We would , we would never censor a nine - year - old . "" Except , of course , this morning .","Die Entrüstung war so rasch , umfangreich , so einhellig , dass der Schulrat von Argyll und Bute noch an dem selben Tag die Meinung änderte und sagte : "" Wir würden niemals eine Neunjährige zensieren . "" Außer , natürlich , heute morgen .",1,1,1.0
symbolic,Appreciation,symbolisch,symbolisch:1,But we know that that 's purely syntactical . That 's symbolic .,"Aber wir wissen , dass das rein syntaktisch , symbolisch ist .",1,1,1.0
symmetrical,Appreciation,symmetrisch,symmetrisch:1,"And I find this one really extraordinary because the rete pattern is completely symmetrical , and it accurately maps a completely asymmetrical , or random sky .","Und ich finde dieses hier wirklich besonders , weil das Netzmuster komplett symmetrisch ist , und es bildet eigentlich einen vollständig asymmetrischen , oder zufälligen Himmel ab .",1,1,1.0
sympathetic,Affect,sympathisiere,sympathisiere:1,"Now , look -- I 'm extremely sympathetic to their point of view .","Sehen Sie , ich sympathisiere durchaus mit der Ansicht .",1,1,1.0
synonymous,Appreciation,zu Synonym,zu Synonym:1,"Women 's health became synonymous with reproduction : breasts , ovaries , uterus , pregnancy .","Die weibliche Medizin wurde zu dem Synonym für Fortpflanzung : Brüste , Eierstöcke , Gebärmutter , Schwangerschaft .",1,1,1.0
syntactical,Appreciation,syntaktisch,syntaktisch:1,But we know that that 's purely syntactical . That 's symbolic .,"Aber wir wissen , dass das rein syntaktisch , symbolisch ist .",1,1,1.0
systemic,Judgement,systemisch,systemisch:1,"It 's a rare genetic disorder , it 's systemic , it 's a slowly progressing , premature aging disease .",""" Es ist eine seltene genetische Störung . Sie ist systemisch , eine langsam fortschreitende Krankheit des vorzeitigen Alterns .",1,1,1.0
tall,Appreciation,hoch,hoch:1,"These are dunes that are 100 meters tall , separated by a few kilometers , and they go on for miles and miles and miles .","Diese Dünen sind 100 m hoch , haben einen Abstand von einigen Kilometern und erstrecken sich meilen - und meilen - und meilenweit .",1,1,1.0
taller,Appreciation,größer,größer:1,"Imagine that we could try to engineer humans that have enhanced properties , such as stronger bones , or less susceptibility to cardiovascular disease or even to have properties that we would consider maybe to be desirable , like a different eye color or to be taller , things like that .","Man könnte versuchen , Menschen so zu verändern , dass sie verbesserte Eigenschaften , z. B. stärkere Knochen , haben oder weniger anfällig für Herz - Kreislauf - Erkrankungen sind oder sogar Eigenschaften haben , die wir uns wünschen , z. B. eine andere Augenfarbe , oder größer zu sein .",1,1,1.0
technological,Judgement,technologisch,technologisch:1,"But it has to be technological , so I 'll talk about electroshock therapy .","Aber es muss technologisch sein , also spreche ich über Elektroschocktherapie .",1,1,1.0
tempting,Affect,"reizvoll, verführerisch","reizvoll:1, verführerisch:1",It gets tempting at that point to use your economic nous to manipulate the rules of the global political economy in your own favor .,"An diesem Punkt ist es verführerisch , sein Verständnis der Wirtschaft dazu zu nutzen , die Regeln der globalpolitischen Wirtschaft zu dem eigenen Vorteil zu manipulieren .",2,2,1.0
tendentious,Appreciation,tendenziös,tendenziös:1,"His view of history was tendentious , he lied , he distorted -- and most importantly , he did it deliberately .","Sein Geschichtsbild war tendenziös , er log , er verzerrte -- und vor allem tat er das bewusst .",1,1,1.0
tender,Affect,sanft,sanft:1,He managed to make the word tender .,"Er hat es geschafft , das Wort sanft zu machen .",1,1,1.0
tenuous,Appreciation,schwach beständig,schwach beständig:1,"If they 're going to build an industry around it , they need to know that their connection is n't tenuous but permanent , because if a cable breaks , you have to send a ship out into the water , throw a grappling hook over the side , pick it up , find the other end , and then fuse the two ends back together and then dump it over .","Um eine Industrie aufzubauen , muss man wissen , ob die eigene Verbindung nicht zu schwach ist , sondern beständig , denn falls ein Kabel bricht , muss man ein Schiff schicken , einen Haken in das Wasser werfen , es raus holen , das andere Ende finden und sie wieder miteinander verschmelzen , bis man das Kabel wieder verlegen kann .",1,1,1.0
terrible,Appreciation,"schrecklich, grässlich, schrecklichste","schrecklich:3, grässlich:1, schrecklichste:1","That 's probably as terrible a way to die as you can imagine , and very few of us were invited to a dinner party .","Das ist die schrecklichste Art zu sterben , die man sich vorstellen kann , und nur sehr wenige waren zu der Dinnerparty eingeladen .",5,7,0.7143
terrible,Judgement,"allem, furchtbar","allem:1, furchtbar:1",It 's not terrible .,Das ist nicht furchtbar .,2,7,0.2857
terrified,Affect,Angst,Angst:1,I have never been more terrified -- until now .,Ich hatte noch nie größere Angst -- bis jetzt .,1,1,1.0
terrifying,Affect,erschreckend,erschreckend:1,"And the prospect I 'm offering you , of an easier surgery ... is that going to make that diagnosis any less terrifying ?",Kann die Aussicht auf eine einfachere Operation die Diagnose weniger erschreckend machen ?,1,2,0.5
terrifying,Appreciation,furchteinflößend,furchteinflößend:1,"In other words , the very type of brain activity that 's responsible for reining in those impulsive and often risky behaviors that are so characteristic of adolescence and that are so terrifying to us parents of teenagers .","In anderen Worten , genau die Aktivitäten , die dafür zuständig sind , impulsive und riskante Verhaltensweisen einzuschränken , die so typisch für die Pubertät sind und so furchteinflößend für uns Eltern von Jugendlichen .",1,2,0.5
thankful,Affect,dankbar,dankbar:1,"Industrial production , the whole point of industrial production is to provide a standardized , exact service model that is consistent every single time , and I 'm really thankful that my smartphone is made using industrial production .","Industrielle Produktion , der Sinn industrieller Produktion ist es , standardisierte , genaue Dienstleistungsmodelle anzubieten , die jedesmal gleich aussehen , und ich bin wirklich dankbar , dass mein Smartphone aus industrieller Produktion stammt .",1,1,1.0
thick,Appreciation,dick,dick:1,"And I had snuck in this article on these things called carbon nanotubes , and that 's just a long , thin pipe of carbon that 's an atom thick , and one 50,000th the diameter of your hair .","Ich hatte einen Artikel reingeschmuggelt über die sogenannten "" Kohlenstoffnanoröhren "" , das sind lange , dünne Röhren aus Kohlenstoff , die dick wie ein Atom und das 50 000stel von einem Haar in dem Durchmesser sind .",1,2,0.5
thick,Judgement,dick,dick:1,"It 's two and a half inches thick , and supported at two points .",Es ist 2 ½ Inch dick und an zwei Punkten gestützt .,1,2,0.5
thin,Appreciation,"dünn, dünnflüssig","dünn:1, dünnflüssig:1",The culture of tomato sauce was thin .,Tomaten - Sauce hatte dünnflüssig zu sein .,2,3,0.6667
thin,Judgement,dünn,dünn:1,It 's blended ; it 's thin .,"Sie ist ein Gemisch , sie ist dünn .",1,3,0.3333
thoughtful,Appreciation,Gedanken,Gedanken:1,"And if we do this often enough , and we do it respectfully , people might start to be a little bit more thoughtful about the way they put together meeting invitations .","Wenn wir alle das oft genug und mit genug Respekt täten , würde sich mancher mehr Gedanken machen über die Art und Weise Einladungen zu versenden .",1,2,0.5
thoughtful,Judgement,dachte nach,dachte nach:1,He was very thoughtful about how he chose his key results .,"Er dachte viel darüber nach , welche Schlüsselergebnisse er wählen sollte .",1,2,0.5
thrilled,Affect,"Freude, aufgeregt, begeistert, unglaublich","Freude:1, aufgeregt:1, begeistert:1, unglaublich:1",And I was so thrilled .,Ich war außer mir vor Freude .,4,4,1.0
tight,Judgement,"eng, fest","eng:1, fest:1","The entire universe was compressed into a little quantum dot , and it was so tight in there , there was no room for any difference at all .","Das ganze Universum war in einen kleinen Quantenpunkt komprimiert , und es war darin so eng , dass es keinen Raum für Unterschiede gab .",2,2,1.0
timely,Affect,ganz gut,ganz gut:1,I became timely .,"Ich "" passte "" plötzlich ganz gut .",1,2,0.5
timely,Appreciation,grad gut,grad gut:1,That 's not timely .,Das passt grad nicht so gut .,1,2,0.5
timid,Affect,zaghaft,zaghaft:1,"So , the first one I was very timid , and I 'll begin .","Also die erste war sehr zaghaft , ich fange an .",1,1,1.0
tiny,Judgement,winzig,winzig:2,"Now , luckily , this Thrinaxodon , the size of a robin egg here : this is a skull I 've discovered just before taking this picture -- there 's a pen for scale ; it 's really tiny -- this is in the Lower Triassic , after the mass extinction has finished .","Aber glücklicherweise , dieses Thrinaxodon , von der größe eines Rotkehlchen Eis : dies ist ein Schädel den ich fand , kurz bevor ich dieses Foto machte Hier ist ein Stift als Maßstab . Es ist wirklich winzig . Dies ist die Untertrias , nach dem Ende des Massenaussterbens .",2,2,1.0
tired,Affect,"müde, (NULL), keine Lust, sehr","müde:4, (NULL):1, keine Lust:1, sehr:1","He 's the shaman of the Huaorani , and he said to us , you know , I 'm an older man now ; I 'm getting tired , you know ; I 'm tired of spearing these oil workers .","Er ist der Schamane der Huaorani und sagte uns : "" Wissen Sie , ich bin jetzt ein alter Mann . Ich werde müde , müde diese ganzen Öl - Arbeiter mit meinem Speer zu bekämpfen .",7,7,1.0
totalitarian,Appreciation,totalitär,totalitär:1,"One reviewer for a Roman Catholic newspaper called it "" totalitarian . ""","Ein Kritiker der Römisch Katholischen Zeitung nannte es "" totalitär . """,1,1,1.0
tough,Appreciation,"entscheidend, stark liebevoll","entscheidend:1, stark liebevoll:1","And my grandmother was tough , but she was also loving .","Meine Großmutter war stark , aber auch liebevoll .",2,6,0.3333
tough,Judgement,"widerstandsfähig, robust, taffe","widerstandsfähig:2, robust:1, taffe:1","It 's because lipids are so tough , they can get preserved in sediment and last the hundreds of millions of years necessary , and be extracted and tell us who was there .","Weil Lipide so robust sind , können sie in dem Sediment präserviert werden , die nötigen hunderte Millionen Jahre überdauern , um extrahiert zu werden um uns zu sagen wer da war .",4,6,0.6667
toxic,Appreciation,giftig,giftig:1,"This brew oversimplification of civic engagement , idealization of the expert , fragmentation of knowledge , emphasis on technical mastery , neutrality as a condition of academic integrity -- is toxic when it comes to pursuing the vital connections between education and the public good , between intellectual integrity and human freedom , which were at the heart of the challenge posed to and by my European colleagues .","Dieses Gebräu , aus vereinfachtem gesellschaftlichem Engagement , der Idealisierung des Experten , der Fragmentierung von Wissen , der Betonung von technischer Meisterhaftigkeit , und Neutralität als Bedingung akademischer Integrität ist giftig , wenn es darum geht , die lebensnotwendigen Beziehungen zwischen Bildung und Gemeinwohl , zwischen intellektueller Integrität und dem freien Menschen aufrecht zu erhalten . Diese waren in dem Herzen der Herausforderung die von und an meine europäischen Kollegen gestellt wurde .",1,1,1.0
transferable,Appreciation,anwenden,anwenden:1,"What 's more , many skills are transferable across disciplines , and we bring everything we 've learned to every new area we pursue , so we 're rarely starting from scratch .","Darüber hinaus kann man viele Fertigkeiten fachübergreifend anwenden . Wir bringen alles , was wir gelernt haben , in jeden neuen Interessenbereich ein , so fangen wir selten bei Null an .",1,1,1.0
transformative,Judgement,transformativ,transformativ:1,"But when that food is there , it 's transformative . It costs less than 25 cents a day to change a kid 's life .","Aber wenn dort Essen ist , ist es transformativ Es kostet weniger als 25 Cent an dem Tag , um das Leben von einem Kind zu verändern .",1,1,1.0
transgressive,Affect,grenzüberschreitend,grenzüberschreitend:1,"It seemed kind of transgressive to talk about medicine and health care in the same breath , and yet it became liberating , because we found not only data but also good and honest people out there in the system who want to help folks get the care they need at a price they can afford .","Es schien grenzüberschreitend über Medizin und Gesundheitswesen zu reden in dem gleichen Atemzug und trotzdem war es befreiend , weil wir nicht nur Daten fanden , sondern auch ehrliche und gute Menschen , die anderen helfen wollen , die notwendige Behandlung zu bekommen zu einem angemessenen Preis .",1,1,1.0
transparent,Affect,(NULL),(NULL):1,"And indeed , there have been staggering discoveries in neuroscience : localizing functionally specialized regions of cortex , turning mouse brains transparent , activating neurons with light .","Tatsächlich gab es atemberaubende Entdeckungen in den Neurowissenschaften : die Lokalisierung funktionsspezifischer Regionen des Kortex , das Transparentmachen eines Mäusegehirns und die Aktivierung von Neuronen mit Licht .",1,6,0.1667
transparent,Appreciation,transparent,transparent:3,"And when I think about that , first of all I think that government is a social contract between the people and the government , and if the government is n't transparent , then the people are n't going to be transparent either , but also that we 're blaming the little guy who does n't pay his taxes , and we 're not recognizing that everyone 's fudging things all over the world , including some extremely respected businesses , and I 'll give you one example .","Dazu fällt mir zuerst ein , das › Regierung ‹ ein Sozialvertrag zwischen Volk und Regierung ist , und ist die nicht transparent , wird es das Volk auch nicht sein , aber auch , dass wir den kleinen Mann beschuldigen , der keine Steuern bezahlt , aber überall auf der Welt die Dinge frisiert werden , unter anderem von hochgeachteten Firmen , wie in diesem Beispiel :",3,6,0.5
transparent,Judgement,"durchsichtig, transparent","durchsichtig:1, transparent:1","It becomes transparent over time , so eventually what 's going to happen is these faces will emerge a little bit .",Es wird mit der Zeit durchsichtig . An dem Ende passiert folgendes : diese Gesichter werden wieder ein wenig zu dem Vorschein kommen .,2,6,0.3333
traumatic,Appreciation,Traumatisches,Traumatisches:1,"Theoretically what this means is that in order to express this gene , in a violent way , very early on , before puberty , you have to be involved in something that is really traumatic -- not a little stress , not being spanked or something , but really seeing violence , or being involved in it , in 3D .","Theoretisch bedeutet dies , dass man , wenn dieses Gen zu dem Ausbruch kommen soll , auf gewaltsame Weise , schon sehr früh , vor der Pubertät , etwas wirklich Traumatisches erleben muss , nicht bloß ein bisschen Stress , nicht nur den Hosenboden versohlt bekommen oder so , sondern richtige Gewalt sehen , oder darin verwickelt sein , in 3D.",1,1,1.0
trendy,Judgement,plötzlich modern,plötzlich modern:1,"It had become trendy to speak about the "" obesity epidemic . ""","Und plötzlich wurde es modern über "" ansteckende Fettleibigkeit "" zu sprechen .",1,1,1.0
trickier,Appreciation,komplizierter,komplizierter:1,"But if crony capitalism is , intellectually at least , the easy part of the problem , things get trickier when you look at the economic drivers of surging income inequality .","Doch während der Kameradschafts - Kapitalismus , gedanklich zumindest , der einfache Teil des Problems ist , ist die Sache komplizierter , wenn man die wirtschaftlichen Faktoren der größer werdenden Ungleichheit betrachtet .",1,1,1.0
trippin',Appreciation,verloren,verloren:1,Everybody in the world would be trippin' without it .,Jeder auf der Welt wäre verloren ohne sie .,1,1,1.0
trippy,Judgement,schräg,schräg:1,"It 's kind of trippy , actually .",Es ist wirklich etwas schräg .,1,1,1.0
troubling,Affect,zutiefst besorgt,zutiefst besorgt:1,"And what I find deeply troubling in this book is that he seems to be arguing that if you want to be moral , if you want to have meaning in your life , you have to be an Intelligent Designer , you have to deny the theory of evolution by natural selection .","Und was mich in seinem Buch zutiefst besorgt ist dass es scheint als behaupte er , dass wenn man moralisch sein will , wenn man Bedeutung in deinem Leben haben will , muss man ein Intelligenter Designer sein — man muss die Evolutionstheorie durch natürliche Selektion verleugnen .",1,2,0.5
troubling,Appreciation,Schlimmste,Schlimmste:1,This was the most troubling of all .,Das war von allem das Schlimmste .,1,2,0.5
true,Affect,zutrifft,zutrifft:1,"But the second part of it -- and the older I get , the more convinced I am that that 's true . It 's amazing what people will say when they know how the story turned out .","Aber der zweite Grund -- und je älter ich werde , desto überzeugter bin ich , dass er zutrifft -- ist , dass es erstaunlich ist , was Menschen sagen , wenn sie wissen , wie die Geschichte endet .",1,65,0.0154
true,Appreciation,"wahr, stimmt, (NULL), gilt, stimmte, Fall, Wahrheit, auch, die, einfach, existiert, falsch, generell, sicher, so, stimmen, zu, zutreffend","wahr:16, stimmt:9, (NULL):5, gilt:3, stimmte:2, Fall:1, Wahrheit:1, auch:1, die:1, einfach:1, existiert:1, falsch:1, generell:1, sicher:1, so:1, stimmen:1, zu:1, zutreffend:1",That 's true .,Das stimmt .,48,65,0.7385
true,Judgement,"(NULL), wahr, stimmt, auch, für, galt, tatsächlich, wahrer","(NULL):6, wahr:3, stimmt:2, auch:1, für:1, galt:1, tatsächlich:1, wahrer:1","So now , my friends , if that is true , and it is true , what is the point ? ""","Also nun , meine Freunde , wenn das wahr ist , und es ist wahr , was ist dann der Zweck ? """,16,65,0.2462
trusting,Judgement,gutgläubig,gutgläubig:1,"Well , maybe he was too trusting , because he stayed where he was long after the Nazi Anschluss in Austria and even after the arrests and deportations began in Budapest .","Nun , vielleicht war er zu gutgläubig , denn er blieb wo er war , noch lange nach dem Anschluss Österreichs durch die Nazis , und sogar nachdem die Festnahmen und Deportationen in Budapest begannen .",1,1,1.0
truthful,Judgement,ehrlich,ehrlich:1,"The key point was empathy because everybody in their lives is really waiting for people to ask them questions , so that they can be truthful about who they are and how they became what they are , and I commend that to you , even if you 're not doing interviews .","Die Hauptsache war Empathie , denn jeder in dem Leben wartet eigentlich nur darauf von Anderen Fragen gestellt zu bekommen , damit sie über sich selbst ehrlich sein können , und darüber , wie sie die Person geworden sind , die sie sind . Ich möchte Ihnen dies an das Herz legen , auch wenn Sie keine Interviews führen .",1,1,1.0
twitchy,Affect,nervös,nervös:1,"And you knew what the limit was : they would start getting twitchy and you 'd back up , come back in a few hours .","Wir wussten , wann das Limit erreicht war , wenn sie anfingen , nervös zu werden . Dann packten wir ein und kamen nach ein paar Stunden wieder .",1,1,1.0
typeset,Appreciation,Schriftsatz,Schriftsatz:1,"You may have heard about Rathergate , which was basically the result of bloggers realizing that the "" th "" in 111 is not typeset on an old typewriter ; it 's on Word .","Sie haben vielleicht schon von Rathergate gehört , das auf die Erkenntnis von Bloggern folgte , die erkannten , dass das "" th "" bei 111 nicht in dem Schriftsatz einer alten Schreibmaschine ist , sondern in Word .",1,1,1.0
typical,Appreciation,typisch,typisch:3,"Now , this is relatively rare , so I had relatively little personal experience with this . And my experience was more typical , only because I had an adolescent practice .","Das ist relativ selten , daher hatte ich relativ wenig persönliche Erfahrung damit , und meine Erfahrung war nur deshalb eher typisch , weil ich eine Praxis für Jugendliche hatte .",3,4,0.75
typical,Judgement,typisch,typisch:1,"It 's not a typical mindset for most Americans , but it is perforce typical of virtually all Hungarians .","Für die meisten Amerikaner keine typische Einstellung , aber notwendigerweise typisch für alle Ungarn .",1,4,0.25
ubiquitous,Appreciation,"allgegenwärtig, unumgänglich","allgegenwärtig:2, unumgänglich:1","Like for example , applying the Internet , which is now ubiquitous , in the rural areas of China or in Africa , to bringing health information to developing areas of the world .","Wie z.B. die Anwendung des Internets , das jetzt allgegenwärtig ist , auch in den ländlichen Regionen Chinas oder Afrikas , um Gesundheitsinformationen in die Entwicklungsgebiete dieser Welt zu bringen .",3,5,0.6
ubiquitous,Judgement,"allgegenwärtig, ständig","allgegenwärtig:1, ständig:1",It 's ubiquitous and it wants to be more .,Es ist allgegenwärtig und will mehr sein .,2,5,0.4
ugly,Appreciation,hässlich,hässlich:1,"I mean , you do n't have to tell somebody that their bald spot is growing or their baby 's ugly .","Man sollte Leuten nicht sagen , dass ihre kahlen Flecken sich vergrößern oder ihr Baby hässlich ist .",1,1,1.0
unabated,Appreciation,unvermindert andauern,unvermindert andauern:1,At least the exponential growth of information technology capability will continue unabated .,Zumindest das exponentielle Wachstum der Leistungsfähigkeit in der Informationstechnologie wird unvermindert andauern .,1,1,1.0
